"","run","id","face","FaceCue","cue","speed"
"1255",2,"026",12,"b_12",2,1.09861228866811
"1256",2,"026",16,"b_16",2,1.09861228866811
"1257",2,"026",3,"b_3",2,1.38629436111989
"1258",2,"026",13,"b_13",2,1.09861228866811
"1259",2,"026",12,"r_12",1,1.38629436111989
"1260",2,"026",6,"r_6",1,1.38629436111989
"1261",2,"026",9,"r_9",1,1.09861228866811
"1262",2,"026",5,"r_5",1,1.09861228866811
"1263",2,"026",15,"r_15",1,2.07944154167984
"1264",2,"026",5,"b_5",2,1.09861228866811
"1265",2,"026",11,"b_11",2,1.09861228866811
"1266",2,"026",2,"r_2",1,1.6094379124341
"1267",2,"026",4,"r_4",1,1.09861228866811
"1268",2,"026",6,"b_6",2,1.38629436111989
"1269",2,"026",1,"b_1",2,1.09861228866811
"1270",2,"026",11,"r_11",1,1.09861228866811
"1271",2,"026",14,"b_14",2,1.09861228866811
"1272",2,"026",7,"b_7",2,1.6094379124341
"1273",2,"026",14,"r_14",1,1.38629436111989
"1274",2,"026",9,"b_9",2,1.6094379124341
"1275",2,"026",16,"r_16",1,1.38629436111989
"1276",2,"026",10,"r_10",1,1.09861228866811
"1277",2,"026",13,"r_13",1,1.09861228866811
"1278",2,"026",4,"b_4",2,1.09861228866811
"1279",2,"026",3,"r_3",1,1.38629436111989
"1280",2,"026",8,"b_8",2,1.09861228866811
"1281",2,"028",8,"r_8",1,2.07944154167984
"1282",2,"028",10,"b_10",2,1.94591014905531
"1283",2,"028",15,"b_15",2,1.94591014905531
"1284",2,"028",7,"r_7",1,2.39789527279837
"1285",2,"028",2,"b_2",2,2.63905732961526
"1286",2,"028",1,"r_1",1,2.07944154167984
"1287",2,"028",12,"b_12",2,1.94591014905531
"1288",2,"028",16,"b_16",2,1.79175946922805
"1289",2,"028",3,"b_3",2,2.56494935746154
"1290",2,"028",13,"b_13",2,2.30258509299405
"1291",2,"028",12,"r_12",1,1.79175946922805
"1292",2,"028",6,"r_6",1,2.07944154167984
"1293",2,"028",9,"r_9",1,1.94591014905531
"1294",2,"028",5,"r_5",1,2.07944154167984
"1295",2,"028",15,"r_15",1,2.19722457733622
"1296",2,"028",5,"b_5",2,2.19722457733622
"1297",2,"028",11,"b_11",2,2.39789527279837
"1298",2,"028",2,"r_2",1,2.56494935746154
"1299",2,"028",4,"r_4",1,1.79175946922805
"1300",2,"028",6,"b_6",2,1.79175946922805
"1301",2,"028",1,"b_1",2,1.79175946922805
"1302",2,"028",11,"r_11",1,2.30258509299405
"1303",2,"028",14,"b_14",2,2.30258509299405
"1304",2,"028",7,"b_7",2,2.07944154167984
"1305",2,"028",14,"r_14",1,2.19722457733622
"1306",2,"028",9,"b_9",2,2.19722457733622
"1307",2,"028",16,"r_16",1,1.79175946922805
"1308",2,"028",10,"r_10",1,1.94591014905531
"1309",2,"028",13,"r_13",1,2.30258509299405
"1310",2,"028",4,"b_4",2,2.19722457733622
"1311",2,"028",3,"r_3",1,2.07944154167984
"1312",2,"028",8,"b_8",2,1.94591014905531
"1313",2,"030",8,"r_8",1,3.04452243772342
"1314",2,"030",10,"b_10",2,2.83321334405622
"1315",2,"030",15,"b_15",2,2.07944154167984
"1316",2,"030",7,"r_7",1,2.30258509299405
"1317",2,"030",2,"b_2",2,2.89037175789616
"1318",2,"030",1,"r_1",1,1.94591014905531
"1319",2,"030",12,"b_12",2,1.94591014905531
"1320",2,"030",16,"b_16",2,3.17805383034795
"1321",2,"030",3,"b_3",2,3.17805383034795
"1322",2,"030",13,"b_13",2,2.70805020110221
"1323",2,"030",12,"r_12",1,3.04452243772342
"1324",2,"030",6,"r_6",1,2.484906649788
"1325",2,"030",9,"r_9",1,3.17805383034795
"1326",2,"030",5,"r_5",1,2.83321334405622
"1327",2,"030",15,"r_15",1,3.04452243772342
"1328",2,"030",5,"b_5",2,2.99573227355399
"1329",2,"030",11,"b_11",2,2.56494935746154
"1330",2,"030",2,"r_2",1,2.70805020110221
"1331",2,"030",4,"r_4",1,2.77258872223978
"1332",2,"030",6,"b_6",2,3.17805383034795
"1333",2,"030",1,"b_1",2,3.04452243772342
"1334",2,"030",11,"r_11",1,3.17805383034795
"1335",2,"030",14,"b_14",2,2.19722457733622
"1336",2,"030",7,"b_7",2,2.07944154167984
"1337",2,"030",14,"r_14",1,2.19722457733622
"1338",2,"030",9,"b_9",2,1.94591014905531
"1339",2,"030",16,"r_16",1,3.17805383034795
"1340",2,"030",10,"r_10",1,2.30258509299405
"1341",2,"030",13,"r_13",1,2.484906649788
"1342",2,"030",4,"b_4",2,2.484906649788
"1343",2,"030",3,"r_3",1,2.89037175789616
"1344",2,"030",8,"b_8",2,3.13549421592915
"1345",2,"030",8,"r_8",1,1.09861228866811
"1346",2,"030",10,"b_10",2,1.09861228866811
"1347",2,"030",15,"b_15",2,1.79175946922805
"1348",2,"030",7,"r_7",1,1.09861228866811
"1349",2,"030",2,"b_2",2,1.09861228866811
"1350",2,"030",1,"r_1",1,1.09861228866811
"1351",2,"030",12,"b_12",2,1.6094379124341
"1352",2,"030",16,"b_16",2,1.38629436111989
"1353",2,"030",3,"b_3",2,1.79175946922805
"1354",2,"030",13,"b_13",2,1.09861228866811
"1355",2,"030",12,"r_12",1,1.38629436111989
"1356",2,"030",6,"r_6",1,1.6094379124341
"1357",2,"030",9,"r_9",1,1.09861228866811
"1358",2,"030",5,"r_5",1,1.09861228866811
"1359",2,"030",15,"r_15",1,1.94591014905531
"1360",2,"030",5,"b_5",2,1.79175946922805
"1361",2,"030",11,"b_11",2,1.38629436111989
"1362",2,"030",2,"r_2",1,1.38629436111989
"1363",2,"030",4,"r_4",1,1.09861228866811
"1364",2,"030",6,"b_6",2,1.38629436111989
"1365",2,"030",1,"b_1",2,1.09861228866811
"1366",2,"030",11,"r_11",1,1.6094379124341
"1367",2,"030",14,"b_14",2,1.09861228866811
"1368",2,"030",7,"b_7",2,1.09861228866811
"1369",2,"030",14,"r_14",1,1.09861228866811
"1370",2,"030",9,"b_9",2,1.79175946922805
"1371",2,"030",16,"r_16",1,1.6094379124341
"1372",2,"030",10,"r_10",1,1.09861228866811
"1373",2,"030",13,"r_13",1,1.09861228866811
"1374",2,"030",4,"b_4",2,1.09861228866811
"1375",2,"030",3,"r_3",1,2.07944154167984
"1376",2,"030",8,"b_8",2,1.09861228866811
"1377",3,"001",8,"r_8",1,2.19722457733622
"1378",3,"001",10,"b_10",2,2.30258509299405
"1379",3,"001",15,"b_15",2,2.19722457733622
"1380",3,"001",7,"r_7",1,2.19722457733622
"1381",3,"001",2,"b_2",2,2.63905732961526
"1382",3,"001",1,"r_1",1,2.39789527279837
"1383",3,"001",12,"b_12",2,2.30258509299405
"1384",3,"001",16,"b_16",2,2.19722457733622
"1385",3,"001",3,"b_3",2,2.77258872223978
"1386",3,"001",13,"b_13",2,2.19722457733622
"1387",3,"001",12,"r_12",1,2.63905732961526
"1388",3,"001",6,"r_6",1,2.39789527279837
"1389",3,"001",9,"r_9",1,2.19722457733622
"1390",3,"001",5,"r_5",1,2.19722457733622
"1391",3,"001",15,"r_15",1,2.19722457733622
"1392",3,"001",5,"b_5",2,2.94443897916644
"1393",3,"001",11,"b_11",2,2.19722457733622
"1394",3,"001",2,"r_2",1,3.09104245335832
"1395",3,"001",4,"r_4",1,2.484906649788
"1396",3,"001",6,"b_6",2,2.484906649788
"1397",3,"001",1,"b_1",2,2.19722457733622
"1398",3,"001",11,"r_11",1,2.77258872223978
"1399",3,"001",14,"b_14",2,2.19722457733622
"1400",3,"001",7,"b_7",2,2.30258509299405
"1401",3,"001",14,"r_14",1,2.19722457733622
"1402",3,"001",9,"b_9",2,3.36729582998647
"1403",3,"001",16,"r_16",1,2.19722457733622
"1404",3,"001",10,"r_10",1,2.19722457733622
"1405",3,"001",13,"r_13",1,2.19722457733622
"1406",3,"001",4,"b_4",2,2.30258509299405
"1407",3,"001",3,"r_3",1,3.2188758248682
"1408",3,"001",8,"b_8",2,2.19722457733622
"1409",3,"003",8,"r_8",1,1.38629436111989
"1410",3,"003",10,"b_10",2,1.09861228866811
"1411",3,"003",15,"b_15",2,1.09861228866811
"1412",3,"003",7,"r_7",1,1.09861228866811
"1413",3,"003",2,"b_2",2,1.38629436111989
"1414",3,"003",1,"r_1",1,1.09861228866811
"1415",3,"003",12,"b_12",2,1.09861228866811
"1416",3,"003",16,"b_16",2,1.09861228866811
"1417",3,"003",3,"b_3",2,1.09861228866811
"1418",3,"003",13,"b_13",2,1.09861228866811
"1419",3,"003",12,"r_12",1,1.09861228866811
"1420",3,"003",6,"r_6",1,1.09861228866811
"1421",3,"003",9,"r_9",1,1.09861228866811
"1422",3,"003",5,"r_5",1,1.09861228866811
"1423",3,"003",15,"r_15",1,1.09861228866811
"1424",3,"003",5,"b_5",2,1.09861228866811
"1425",3,"003",11,"b_11",2,1.09861228866811
"1426",3,"003",2,"r_2",1,1.09861228866811
"1427",3,"003",4,"r_4",1,1.09861228866811
"1428",3,"003",6,"b_6",2,1.09861228866811
"1429",3,"003",1,"b_1",2,1.09861228866811
"1430",3,"003",11,"r_11",1,1.09861228866811
"1431",3,"003",14,"b_14",2,1.09861228866811
"1432",3,"003",7,"b_7",2,1.09861228866811
"1433",3,"003",14,"r_14",1,1.09861228866811
"1434",3,"003",9,"b_9",2,1.09861228866811
"1435",3,"003",16,"r_16",1,1.09861228866811
"1436",3,"003",10,"r_10",1,1.09861228866811
"1437",3,"003",13,"r_13",1,1.09861228866811
"1438",3,"003",4,"b_4",2,1.09861228866811
"1439",3,"003",3,"r_3",1,1.09861228866811
"1440",3,"003",8,"b_8",2,1.09861228866811
"1441",3,"004",8,"r_8",1,1.09861228866811
"1442",3,"004",10,"b_10",2,1.09861228866811
"1443",3,"004",15,"b_15",2,1.09861228866811
"1444",3,"004",7,"r_7",1,1.09861228866811
"1445",3,"004",2,"b_2",2,1.09861228866811
"1446",3,"004",1,"r_1",1,1.09861228866811
"1447",3,"004",12,"b_12",2,1.09861228866811
"1448",3,"004",16,"b_16",2,1.79175946922805
"1449",3,"004",3,"b_3",2,1.6094379124341
"1450",3,"004",13,"b_13",2,1.09861228866811
"1451",3,"004",12,"r_12",1,1.09861228866811
"1452",3,"004",6,"r_6",1,1.09861228866811
"1453",3,"004",9,"r_9",1,1.09861228866811
"1454",3,"004",5,"r_5",1,1.09861228866811
"1455",3,"004",15,"r_15",1,1.09861228866811
"1456",3,"004",5,"b_5",2,1.09861228866811
"1457",3,"004",11,"b_11",2,1.09861228866811
"1458",3,"004",2,"r_2",1,2.484906649788
"1459",3,"004",4,"r_4",1,1.6094379124341
"1460",3,"004",6,"b_6",2,1.09861228866811
"1461",3,"004",1,"b_1",2,1.09861228866811
"1462",3,"004",11,"r_11",1,1.09861228866811
"1463",3,"004",14,"b_14",2,1.38629436111989
"1464",3,"004",7,"b_7",2,1.94591014905531
"1465",3,"004",14,"r_14",1,1.09861228866811
"1466",3,"004",9,"b_9",2,1.09861228866811
"1467",3,"004",16,"r_16",1,1.79175946922805
"1468",3,"004",10,"r_10",1,1.09861228866811
"1469",3,"004",13,"r_13",1,1.09861228866811
"1470",3,"004",4,"b_4",2,1.38629436111989
"1471",3,"004",3,"r_3",1,1.09861228866811
"1472",3,"004",8,"b_8",2,1.09861228866811
"1473",3,"007",8,"r_8",1,1.09861228866811
"1474",3,"007",10,"b_10",2,1.09861228866811
"1475",3,"007",15,"b_15",2,1.09861228866811
"1476",3,"007",7,"r_7",1,1.09861228866811
"1477",3,"007",2,"b_2",2,1.09861228866811
"1478",3,"007",1,"r_1",1,1.09861228866811
"1479",3,"007",12,"b_12",2,1.09861228866811
"1480",3,"007",16,"b_16",2,1.09861228866811
"1481",3,"007",3,"b_3",2,1.09861228866811
"1482",3,"007",13,"b_13",2,1.09861228866811
"1483",3,"007",12,"r_12",1,1.09861228866811
"1484",3,"007",6,"r_6",1,1.09861228866811
"1485",3,"007",9,"r_9",1,1.38629436111989
"1486",3,"007",5,"r_5",1,2.07944154167984
"1487",3,"007",15,"r_15",1,1.38629436111989
"1488",3,"007",5,"b_5",2,1.6094379124341
"1489",3,"007",11,"b_11",2,1.09861228866811
"1490",3,"007",2,"r_2",1,1.09861228866811
"1491",3,"007",4,"r_4",1,1.09861228866811
"1492",3,"007",6,"b_6",2,1.38629436111989
"1493",3,"007",1,"b_1",2,1.09861228866811
"1494",3,"007",11,"r_11",1,1.09861228866811
"1495",3,"007",14,"b_14",2,1.38629436111989
"1496",3,"007",7,"b_7",2,1.09861228866811
"1497",3,"007",14,"r_14",1,1.09861228866811
"1498",3,"007",9,"b_9",2,1.09861228866811
"1499",3,"007",16,"r_16",1,1.09861228866811
"1500",3,"007",10,"r_10",1,1.09861228866811
"1501",3,"007",13,"r_13",1,1.09861228866811
"1502",3,"007",4,"b_4",2,1.09861228866811
"1503",3,"007",3,"r_3",1,1.09861228866811
"1504",3,"007",8,"b_8",2,1.79175946922805
"1505",3,"023",8,"r_8",1,1.94591014905531
"1506",3,"023",10,"b_10",2,1.79175946922805
"1507",3,"023",15,"b_15",2,2.19722457733622
"1508",3,"023",7,"r_7",1,1.79175946922805
"1509",3,"023",2,"b_2",2,1.79175946922805
"1510",3,"023",1,"r_1",1,1.79175946922805
"1511",3,"023",12,"b_12",2,1.79175946922805
"1512",3,"023",16,"b_16",2,1.94591014905531
"1513",3,"023",3,"b_3",2,1.79175946922805
"1514",3,"023",13,"b_13",2,1.79175946922805
"1515",3,"023",12,"r_12",1,2.19722457733622
"1516",3,"023",6,"r_6",1,1.94591014905531
"1517",3,"023",9,"r_9",1,1.79175946922805
"1518",3,"023",5,"r_5",1,1.94591014905531
"1519",3,"023",15,"r_15",1,1.94591014905531
"1520",3,"023",5,"b_5",2,1.79175946922805
"1521",3,"023",11,"b_11",2,2.07944154167984
"1522",3,"023",2,"r_2",1,1.79175946922805
"1523",3,"023",4,"r_4",1,1.79175946922805
"1524",3,"023",6,"b_6",2,1.94591014905531
"1525",3,"023",1,"b_1",2,1.79175946922805
"1526",3,"023",11,"r_11",1,1.94591014905531
"1527",3,"023",14,"b_14",2,2.07944154167984
"1528",3,"023",7,"b_7",2,1.79175946922805
"1529",3,"023",14,"r_14",1,1.79175946922805
"1530",3,"023",9,"b_9",2,1.79175946922805
"1531",3,"023",16,"r_16",1,2.07944154167984
"1532",3,"023",10,"r_10",1,1.79175946922805
"1533",3,"023",13,"r_13",1,1.79175946922805
"1534",3,"023",4,"b_4",2,1.79175946922805
"1535",3,"023",3,"r_3",1,1.79175946922805
"1536",3,"023",8,"b_8",2,1.79175946922805
"1537",3,"025",8,"r_8",1,1.6094379124341
"1538",3,"025",10,"b_10",2,1.09861228866811
"1539",3,"025",15,"b_15",2,2.07944154167984
"1540",3,"025",7,"r_7",1,1.09861228866811
"1541",3,"025",2,"b_2",2,1.09861228866811
"1542",3,"025",1,"r_1",1,1.09861228866811
"1543",3,"025",12,"b_12",2,2.07944154167984
"1544",3,"025",16,"b_16",2,1.38629436111989
"1545",3,"025",3,"b_3",2,1.6094379124341
"1546",3,"025",13,"b_13",2,1.38629436111989
"1547",3,"025",12,"r_12",1,1.6094379124341
"1548",3,"025",6,"r_6",1,1.94591014905531
"1549",3,"025",9,"r_9",1,1.09861228866811
"1550",3,"025",5,"r_5",1,2.07944154167984
"1551",3,"025",15,"r_15",1,2.07944154167984
"1552",3,"025",5,"b_5",2,1.6094379124341
"1553",3,"025",11,"b_11",2,1.09861228866811
"1554",3,"025",2,"r_2",1,1.09861228866811
"1555",3,"025",4,"r_4",1,1.38629436111989
"1556",3,"025",6,"b_6",2,1.09861228866811
"1557",3,"025",1,"b_1",2,1.79175946922805
"1558",3,"025",11,"r_11",1,2.07944154167984
"1559",3,"025",14,"b_14",2,1.09861228866811
"1560",3,"025",7,"b_7",2,1.09861228866811
"1561",3,"025",14,"r_14",1,1.09861228866811
"1562",3,"025",9,"b_9",2,1.38629436111989
"1563",3,"025",16,"r_16",1,1.79175946922805
"1564",3,"025",10,"r_10",1,1.09861228866811
"1565",3,"025",13,"r_13",1,1.38629436111989
"1566",3,"025",4,"b_4",2,1.09861228866811
"1567",3,"025",3,"r_3",1,1.6094379124341
"1568",3,"025",8,"b_8",2,2.07944154167984
"1569",3,"026",8,"r_8",1,1.09861228866811
"1570",3,"026",10,"b_10",2,1.09861228866811
"1571",3,"026",15,"b_15",2,1.09861228866811
"1572",3,"026",7,"r_7",1,1.09861228866811
"1573",3,"026",2,"b_2",2,1.6094379124341
"1574",3,"026",1,"r_1",1,1.09861228866811
"1575",3,"026",12,"b_12",2,1.09861228866811
"1576",3,"026",16,"b_16",2,1.09861228866811
"1577",3,"026",3,"b_3",2,1.09861228866811
"1578",3,"026",13,"b_13",2,1.09861228866811
"1579",3,"026",12,"r_12",1,1.09861228866811
"1580",3,"026",6,"r_6",1,1.38629436111989
"1581",3,"026",9,"r_9",1,1.09861228866811
"1582",3,"026",5,"r_5",1,1.09861228866811
"1583",3,"026",15,"r_15",1,1.09861228866811
"1584",3,"026",5,"b_5",2,1.38629436111989
"1585",3,"026",11,"b_11",2,1.09861228866811
"1586",3,"026",2,"r_2",1,1.38629436111989
"1587",3,"026",4,"r_4",1,1.09861228866811
"1588",3,"026",6,"b_6",2,1.09861228866811
"1589",3,"026",1,"b_1",2,1.09861228866811
"1590",3,"026",11,"r_11",1,1.09861228866811
"1591",3,"026",14,"b_14",2,1.09861228866811
"1592",3,"026",7,"b_7",2,1.09861228866811
"1593",3,"026",14,"r_14",1,1.09861228866811
"1594",3,"026",9,"b_9",2,1.09861228866811
"1595",3,"026",16,"r_16",1,1.09861228866811
"1596",3,"026",10,"r_10",1,1.09861228866811
"1597",3,"026",13,"r_13",1,1.09861228866811
"1598",3,"026",4,"b_4",2,1.09861228866811
"1599",3,"026",3,"r_3",1,1.09861228866811
"1600",3,"026",8,"b_8",2,1.09861228866811
"1601",3,"028",8,"r_8",1,1.09861228866811
"1602",3,"028",10,"b_10",2,1.09861228866811
"1603",3,"028",15,"b_15",2,1.94591014905531
"1604",3,"028",7,"r_7",1,1.79175946922805
"1605",3,"028",2,"b_2",2,1.6094379124341
"1606",3,"028",1,"r_1",1,1.79175946922805
"1607",3,"028",12,"b_12",2,1.6094379124341
"1608",3,"028",16,"b_16",2,1.38629436111989
"1609",3,"028",3,"b_3",2,1.6094379124341
"1610",3,"028",13,"b_13",2,2.30258509299405
"1611",3,"028",12,"r_12",1,1.6094379124341
"1612",3,"028",6,"r_6",1,2.19722457733622
"1613",3,"028",9,"r_9",1,1.79175946922805
"1614",3,"028",5,"r_5",1,1.94591014905531
"1615",3,"028",15,"r_15",1,2.39789527279837
"1616",3,"028",5,"b_5",2,1.09861228866811
"1617",3,"028",11,"b_11",2,1.6094379124341
"1618",3,"028",2,"r_2",1,2.39789527279837
"1619",3,"028",4,"r_4",1,1.79175946922805
"1620",3,"028",6,"b_6",2,1.09861228866811
"1621",3,"028",1,"b_1",2,2.30258509299405
"1622",3,"028",11,"r_11",1,1.6094379124341
"1623",3,"028",14,"b_14",2,1.09861228866811
"1624",3,"028",7,"b_7",2,1.94591014905531
"1625",3,"028",14,"r_14",1,1.38629436111989
"1626",3,"028",9,"b_9",2,1.09861228866811
"1627",3,"028",16,"r_16",1,1.09861228866811
"1628",3,"028",10,"r_10",1,1.38629436111989
"1629",3,"028",13,"r_13",1,2.30258509299405
"1630",3,"028",4,"b_4",2,1.38629436111989
"1631",3,"028",3,"r_3",1,1.09861228866811
"1632",3,"028",8,"b_8",2,1.09861228866811
"1633",3,"030",8,"r_8",1,1.09861228866811
"1634",3,"030",10,"b_10",2,1.38629436111989
"1635",3,"030",15,"b_15",2,1.94591014905531
"1636",3,"030",7,"r_7",1,1.79175946922805
"1637",3,"030",2,"b_2",2,2.39789527279837
"1638",3,"030",1,"r_1",1,1.79175946922805
"1639",3,"030",12,"b_12",2,2.19722457733622
"1640",3,"030",16,"b_16",2,1.94591014905531
"1641",3,"030",3,"b_3",2,2.484906649788
"1642",3,"030",13,"b_13",2,1.79175946922805
"1643",3,"030",12,"r_12",1,1.38629436111989
"1644",3,"030",6,"r_6",1,2.19722457733622
"1645",3,"030",9,"r_9",1,1.09861228866811
"1646",3,"030",5,"r_5",1,1.09861228866811
"1647",3,"030",15,"r_15",1,2.39789527279837
"1648",3,"030",5,"b_5",2,1.38629436111989
"1649",3,"030",11,"b_11",2,1.94591014905531
"1650",3,"030",2,"r_2",1,2.19722457733622
"1651",3,"030",4,"r_4",1,1.94591014905531
"1652",3,"030",6,"b_6",2,1.38629436111989
"1653",3,"030",1,"b_1",2,1.09861228866811
"1654",3,"030",11,"r_11",1,2.19722457733622
"1655",3,"030",14,"b_14",2,1.09861228866811
"1656",3,"030",7,"b_7",2,1.09861228866811
"1657",3,"030",14,"r_14",1,1.09861228866811
"1658",3,"030",9,"b_9",2,1.94591014905531
"1659",3,"030",16,"r_16",1,1.09861228866811
"1660",3,"030",10,"r_10",1,1.09861228866811
"1661",3,"030",13,"r_13",1,1.09861228866811
"1662",3,"030",4,"b_4",2,2.19722457733622
"1663",3,"030",3,"r_3",1,2.39789527279837
"1664",3,"030",8,"b_8",2,1.09861228866811
