"","id","roi","model","TR","var","LL"
"482",1,"Amy_R","E",540,0.171359337821249,-289.948823063307
"483",1,"EC_L","E",540,2.35647376237614,-997.661717886403
"484",1,"EC_R","E",540,0.900513009424547,-737.933327683824
"485",1,"Hippo_L","E",540,0.0940607385519768,-127.996879276082
"486",1,"Hippo_R","E",540,0.0916557501112115,-121.003604902275
"489",1,"mPFC","E",540,0.210639355272473,-345.672695288068
"491",2,"Amy_L","E",540,0.236375678282029,-376.796929657993
"492",2,"Amy_R","E",540,0.219833558204359,-357.207973334615
"493",2,"EC_L","E",540,0.707203070540306,-672.688702953515
"494",2,"EC_R","E",540,0.806665643572566,-708.21838339485
"495",2,"Hippo_L","E",540,0.105074193599353,-157.892893316437
"496",2,"Hippo_R","E",540,0.0409975495669275,96.2187968650194
"499",2,"mPFC","E",540,0.169598748769345,-287.160425969011
"501",3,"Amy_L","E",540,0.137613345880914,-230.733818631937
"502",3,"Amy_R","E",540,0.135744252109453,-227.041488974609
"503",3,"EC_L","E",540,0.950131028429982,-752.414855537035
"504",3,"EC_R","E",540,2.1379314164737,-971.383266038105
"505",3,"Hippo_L","E",540,0.05912940003046,-2.65951365934613
"506",3,"Hippo_R","E",540,0.0816832913124625,-89.9022390331234
"509",3,"mPFC","E",540,0.151327387044952,-256.383198910971
"511",4,"Amy_L","E",540,0.78063535289701,-699.362081245026
"512",4,"Amy_R","E",540,0.646926782837675,-648.635826088964
"513",4,"EC_L","E",540,1.83979335449155,-930.833187583072
"514",4,"EC_R","E",540,1.85368605145971,-932.864359526596
"515",4,"Hippo_L","E",540,0.240635860484314,-381.619789001368
"516",4,"Hippo_R","E",540,0.344004520688987,-478.109678288043
"519",4,"mPFC","E",540,0.0762534219359326,-71.3297015341322
"521",6,"Amy_L","E",540,0.0819923991144935,-90.9220509007498
"522",6,"Amy_R","E",540,0.125025892289215,-204.833513230124
"523",6,"EC_L","E",540,0.854501160162858,-723.772704876715
"524",6,"EC_R","E",540,1.06596396240919,-783.47427800702
"525",6,"Hippo_L","E",540,0.113195995001488,-177.995494635722
"526",6,"Hippo_R","E",540,0.110396028076965,-171.232904626004
"529",6,"mPFC","E",540,0.205716631596907,-339.287787307709
"531",7,"Amy_L","E",547,0.408614917773488,-531.381776653712
"532",7,"Amy_R","E",547,0.484035262808001,-577.708456523289
"533",7,"EC_L","E",547,3.60830514882245,-1127.12501831761
"534",7,"EC_R","E",547,4.26557402561932,-1172.89212199226
"535",7,"Hippo_L","E",547,0.116480748712753,-188.126373211748
"536",7,"Hippo_R","E",547,0.151255624956127,-259.576955585624
"539",7,"mPFC","E",547,0.340857662880855,-481.793980682593
"541",9,"Amy_L","E",547,0.613841427841534,-642.686278246027
"542",9,"Amy_R","E",547,0.24464038500679,-391.080686773195
"543",9,"EC_L","E",547,3.69386179116952,-1133.53429729642
"544",9,"EC_R","E",547,3.68071462969089,-1132.55912197281
"545",9,"Hippo_L","E",547,0.323522873056041,-467.518603648398
"546",9,"Hippo_R","E",547,0.178671563207197,-305.136036404621
"549",9,"mPFC","E",547,0.762724002571449,-702.079430283272
"551",10,"Amy_L","E",547,0.473204453734171,-571.519092147731
"552",10,"Amy_R","E",547,0.746571303362121,-696.225132728393
"553",10,"EC_L","E",547,2.77226750417759,-1055.03791349216
"554",10,"EC_R","E",547,4.17131076621599,-1166.78036986693
"555",10,"Hippo_L","E",547,0.233441045673503,-378.26454466309
"556",10,"Hippo_R","E",547,0.558749036505926,-616.967374155844
"559",10,"mPFC","E",547,1.1062991227824,-803.788435491789
"561",11,"Amy_L","E",547,0.124264155803656,-205.817331315137
"562",11,"Amy_R","E",547,0.114972666359911,-184.56223171532
"563",11,"EC_L","E",547,1.71345194875769,-923.441867912802
"564",11,"EC_R","E",547,0.979169498379558,-770.40206119784
"565",11,"Hippo_L","E",547,0.114287012057709,-182.926296324863
"566",11,"Hippo_R","E",547,0.0804694170432494,-86.972722988388
"569",11,"mPFC","E",547,0.788283754708486,-711.094504639503
"571",15,"Amy_L","E",547,0.177160442026344,-302.81306308328
"572",15,"Amy_R","E",547,0.0995018279430879,-145.036449041273
"573",15,"EC_L","E",547,2.11811027144558,-981.42777638606
"574",15,"EC_R","E",547,1.6742997094831,-917.119908512358
"575",15,"Hippo_L","E",547,0.145532615789687,-249.027770397109
"576",15,"Hippo_R","E",547,0.173135691912915,-296.527994589782
"579",15,"mPFC","E",547,0.677425877682758,-669.643397461577
"581",17,"Amy_L","E",547,0.532214402956717,-603.660505067807
"582",17,"Amy_R","E",547,0.43832895157528,-550.580510731196
"583",17,"EC_L","E",547,1.39691454269433,-867.581103060136
"584",17,"EC_R","E",547,2.14289892225906,-984.610014290131
"585",17,"Hippo_L","E",547,0.290875135470665,-438.424841753573
"586",17,"Hippo_R","E",547,0.368458572092877,-503.089594049504
"589",17,"mPFC","E",547,0.507308733960977,-590.552563490634
"591",18,"Amy_L","E",547,0.156456526472065,-268.823142532551
"592",18,"Amy_R","E",547,0.103452227394084,-155.684876104916
"593",18,"EC_L","E",547,0.554851369258789,-615.052834003676
"594",18,"EC_R","E",547,1.12111647869301,-807.427277402611
"595",18,"Hippo_L","E",547,0.0950455795364136,-132.504828331638
"596",18,"Hippo_R","E",547,0.0921038428700809,-123.906017385541
"599",18,"mPFC","E",547,0.16785618826551,-288.058234884397
"601",19,"Amy_L","E",547,0.638477948258444,-653.448641127424
"602",19,"Amy_R","E",547,0.44248234704466,-553.159864747542
"603",19,"EC_L","E",547,1.59409581530633,-903.694256978747
"604",19,"EC_R","E",547,0.949429062306204,-761.966242278947
"605",19,"Hippo_L","E",547,0.839390217337985,-728.27511184885
"606",19,"Hippo_R","E",547,0.40948567790132,-531.963986191645
"609",19,"mPFC","E",547,0.286390333973277,-434.175088551206
"611",21,"Amy_L","E",547,0.883896652615474,-742.40533906509
"612",21,"Amy_R","E",547,0.293628926315996,-441.001957698734
"613",21,"EC_L","E",547,3.57047457810514,-1124.24242342994
"614",21,"EC_R","E",547,2.16474207076617,-987.383760909697
"615",21,"Hippo_L","E",547,0.570638373177588,-622.725989281083
"616",21,"Hippo_R","E",547,0.250322963613305,-397.360964065559
"619",21,"mPFC","E",547,1.29109727665376,-846.036565164952
"621",22,"Amy_L","E",547,0.489716826656181,-580.900080681696
"622",22,"Amy_R","E",547,0.252918845242644,-400.182589416565
"623",22,"EC_L","E",547,2.99364330584493,-1076.04970515744
"624",22,"EC_R","E",547,1.08936427318065,-799.56941610894
"625",22,"Hippo_L","E",547,0.147287245335625,-252.305532518763
"626",22,"Hippo_R","E",547,0.169145932365597,-290.151674135876
"629",22,"mPFC","E",547,1.09773633710805,-801.663303017887
"631",23,"Amy_L","E",547,0.183151563823133,-311.909195429419
"632",23,"Amy_R","E",547,0.113775312258079,-181.698999089681
"633",23,"EC_L","E",547,1.82619420402146,-940.870412601756
"634",23,"EC_R","E",547,0.227638535162681,-371.380395041016
"635",23,"Hippo_L","E",547,0.047727369991559,55.896066060095
"636",23,"Hippo_R","E",547,0.0550615687379659,16.8000716724985
"639",23,"mPFC","E",547,0.171016684608171,-293.159975879028
"641",24,"Amy_L","E",547,0.0869089459149811,-108.027784678555
"642",24,"Amy_R","E",547,0.11400313767683,-182.246112065688
"643",24,"EC_L","E",547,0.500785649359353,-587.013036699673
"644",24,"EC_R","E",547,0.21985421334401,-361.864143391486
"645",24,"Hippo_L","E",547,0.0672471913606718,-37.8789406816184
"646",24,"Hippo_R","E",547,0.0483569020052256,52.3121398689154
"649",24,"mPFC","E",547,0.0893264621216754,-115.531749595267
"651",25,"Amy_L","E",547,0.255038943323838,-402.465653896869
"652",25,"Amy_R","E",547,0.127463241993656,-212.769273683423
"653",25,"EC_L","E",547,0.56701010902441,-620.981454609946
"654",25,"EC_R","E",547,0.26938903756455,-417.437131059595
"655",25,"Hippo_L","E",547,0.104485885615467,-158.404029877275
"656",25,"Hippo_R","E",547,0.0882158483057618,-112.109952953343
"659",25,"mPFC","E",547,0.0881633779928721,-111.947228223228
"661",26,"Amy_L","E",547,0.145398497154048,-248.775604521314
"662",26,"Amy_R","E",547,0.349727698136287,-488.820159339532
"663",26,"EC_L","E",547,0.364727950483621,-500.306308257189
"664",26,"EC_R","E",547,0.266042336591743,-414.018076141998
"665",26,"Hippo_L","E",547,0.0713527200097783,-54.0866086119732
"666",26,"Hippo_R","E",547,0.0727257872325728,-59.299672822606
"669",26,"mPFC","E",547,0.114042690934626,-182.340986119571
"671",27,"Amy_L","E",547,0.177119068858339,-302.749183795016
"672",27,"Amy_R","E",547,0.522720067673624,-598.737411007579
"673",27,"EC_L","E",547,2.73014914832978,-1050.85080951967
"674",27,"EC_R","E",547,0.96924550450919,-767.615965021264
"675",27,"Hippo_L","E",547,0.168153274968273,-288.541871467704
"676",27,"Hippo_R","E",547,0.221495806401135,-363.898708935892
"679",27,"mPFC","E",547,0.771082503422075,-705.060344243258
"681",28,"Amy_L","E",547,0.115714556767352,-186.32139048642
"682",28,"Amy_R","E",547,0.15994933878642,-274.861734602901
"683",28,"EC_L","E",547,2.61183651466868,-1038.73404255768
"684",28,"EC_R","E",547,0.425040271558194,-542.160611266549
"685",28,"Hippo_L","E",547,0.0615684710976316,-13.7493083376876
"686",28,"Hippo_R","E",547,0.0735466875333576,-62.3695407494418
"689",28,"mPFC","E",547,0.101840501461562,-151.390363562934
"691",29,"Amy_L","E",547,0.111526630695632,-176.239349500321
"692",29,"Amy_R","E",547,0.115292438100912,-185.321857257278
"693",29,"EC_L","E",547,1.05686364599391,-791.285485960638
"694",29,"EC_R","E",547,0.341884586585152,-482.61673288564
"695",29,"Hippo_L","E",547,0.0602977268963536,-8.04532902397299
"696",29,"Hippo_R","E",547,0.0526421809329703,29.0895954690665
"699",29,"mPFC","E",547,0.224391514424862,-367.451118891288
"701",30,"Amy_L","E",547,0.153566186983464,-263.723317776573
"702",30,"Amy_R","E",547,0.194948411105501,-328.981321824031
"703",30,"EC_L","E",547,0.7145571292919,-684.238126013197
"704",30,"EC_R","E",547,0.265634865410816,-413.598861666062
"705",30,"Hippo_L","E",547,0.0741791106451322,-64.7112952689945
"706",30,"Hippo_R","E",547,0.0536252446578467,24.0292376520796
"709",30,"mPFC","E",547,0.0509086019729642,38.2479646337225
"711",31,"Amy_L","E",547,0.302781398322354,-449.396841279336
"712",31,"Amy_R","E",547,0.416291982581359,-536.472624715782
"713",31,"EC_L","E",547,1.96409896954643,-960.781067396625
"714",31,"EC_R","E",547,0.621532151752065,-646.09162898062
"715",31,"Hippo_L","E",547,0.11150724102491,-176.191795512983
"716",31,"Hippo_R","E",547,0.0732941055269492,-61.428640806791
"719",31,"mPFC","E",547,0.167647081510925,-287.717310011608
"721",1,"Amy_L","diag",540,0.120377183263858,-194.602984533305
"722",1,"Amy_R","diag",540,0.171352570757297,-289.938160420885
"723",1,"EC_L","diag",540,2.3429912845669,-996.112486661301
"724",1,"EC_R","diag",540,0.886427268565566,-733.676633879528
"725",1,"Hippo_L","diag",540,0.0937726596774659,-127.168684100598
"726",1,"Hippo_R","diag",540,0.091653215967204,-120.996139704072
"729",1,"mPFC","diag",540,0.212155152643657,-347.608704560073
"730",2,"Amy_L","diag",540,0.237449767469999,-378.021028448342
"731",2,"Amy_R","diag",540,0.218880472234187,-356.034846427672
"732",2,"EC_L","diag",540,0.705787779275547,-672.147823627472
"733",2,"EC_R","diag",540,0.806341781002896,-708.109961209491
"734",2,"Hippo_L","diag",540,0.106018896745223,-160.309566944696
"735",2,"Hippo_R","diag",540,0.0410434097392525,95.9169415985241
"738",2,"mPFC","diag",540,0.169595426779418,-287.155137332914
"739",3,"Amy_L","diag",540,0.13736130330787,-230.238852903419
"740",3,"Amy_R","diag",540,0.1357139237477,-226.981158076993
"741",3,"EC_L","diag",540,0.947370465304519,-751.629240798708
"742",3,"EC_R","diag",540,2.13410668024184,-970.89980637078
"743",3,"Hippo_L","diag",540,0.0588459898671226,-1.36227884846914
"744",3,"Hippo_R","diag",540,0.0819143328143939,-90.664857039672
"747",3,"mPFC","diag",540,0.15141587014191,-256.541025295485
"748",4,"Amy_L","diag",540,0.77428382153589,-697.156277838774
"749",4,"Amy_R","diag",540,0.644291416901108,-647.533688911777
"750",4,"EC_L","diag",540,1.84823686626932,-932.069485566908
"751",4,"EC_R","diag",540,1.85716718921579,-933.370931686095
"752",4,"Hippo_L","diag",540,0.23953101384108,-380.377266303181
"753",4,"Hippo_R","diag",540,0.340686208112455,-475.492580165588
"756",4,"mPFC","diag",540,0.076253470504684,-71.3298735075122
"757",6,"Amy_L","diag",540,0.0813578196161658,-88.8242596912096
"758",6,"Amy_R","diag",540,0.12378622955519,-202.143035730054
"759",6,"EC_L","diag",540,0.856288142078999,-724.336754806416
"760",6,"EC_R","diag",540,1.05460864965009,-780.582640406429
"761",6,"Hippo_L","diag",540,0.114218846459158,-180.424287357336
"762",6,"Hippo_R","diag",540,0.109316637376227,-168.580004910552
"765",6,"mPFC","diag",540,0.202672761088884,-335.262901887556
"766",7,"Amy_L","diag",547,0.41246515253803,-533.94680524147
"767",7,"Amy_R","diag",547,0.500363573119989,-586.782426006056
"768",7,"EC_L","diag",547,3.63385733968558,-1129.05498142226
"769",7,"EC_R","diag",547,4.30431916175091,-1175.36516726859
"770",7,"Hippo_L","diag",547,0.116058667450182,-187.133514848271
"771",7,"Hippo_R","diag",547,0.153292688523621,-263.235785203493
"774",7,"mPFC","diag",547,0.335300932196502,-477.298585465909
"775",9,"Amy_L","diag",547,0.613893679884825,-642.709558404359
"776",9,"Amy_R","diag",547,0.245169720240792,-391.671827059232
"777",9,"EC_L","diag",547,3.69528541684272,-1133.63968472895
"778",9,"EC_R","diag",547,3.69910304068791,-1133.92209353677
"779",9,"Hippo_L","diag",547,0.321506914738341,-465.809019360759
"780",9,"Hippo_R","diag",547,0.17758839178713,-303.47293454836
"783",9,"mPFC","diag",547,0.758542874036913,-700.5760234173
"784",10,"Amy_L","diag",547,0.473455671269967,-571.664250892329
"785",10,"Amy_R","diag",547,0.748852890168477,-697.059697901848
"786",10,"EC_L","diag",547,2.81298614273735,-1059.02582367771
"787",10,"EC_R","diag",547,4.20713840292886,-1169.11944674615
"788",10,"Hippo_L","diag",547,0.235018963619078,-380.107016514073
"789",10,"Hippo_R","diag",547,0.558592897139939,-616.890935394191
"792",10,"mPFC","diag",547,1.10601201843752,-803.717448154337
"793",11,"Amy_L","diag",547,0.123843469886011,-204.889849070936
"794",11,"Amy_R","diag",547,0.114390407387965,-183.173619605147
"795",11,"EC_L","diag",547,1.72201564299207,-924.805394222834
"796",11,"EC_R","diag",547,0.966512985325964,-766.843818602248
"797",11,"Hippo_L","diag",547,0.114421245886607,-183.247342506135
"798",11,"Hippo_R","diag",547,0.0802882919639729,-86.3564199762358
"801",11,"mPFC","diag",547,0.793123108083476,-712.768415776168
"802",15,"Amy_L","diag",547,0.17736946424518,-303.13556103036
"803",15,"Amy_R","diag",547,0.0996928836922116,-145.561099148497
"804",15,"EC_L","diag",547,2.12877089753494,-982.800872191463
"805",15,"EC_R","diag",547,1.67525438337784,-917.275811841603
"806",15,"Hippo_L","diag",547,0.145391336451978,-248.762134641764
"807",15,"Hippo_R","diag",547,0.173141939932155,-296.537864319185
"810",15,"mPFC","diag",547,0.665082198438689,-664.613868817076
"811",17,"Amy_L","diag",547,0.523163443398815,-598.969297765177
"812",17,"Amy_R","diag",547,0.436692035846153,-549.55722790575
"813",17,"EC_L","diag",547,1.39551509135301,-867.30696904492
"814",17,"EC_R","diag",547,2.14354948771975,-984.693033908167
"815",17,"Hippo_L","diag",547,0.289098927328709,-436.749613577718
"816",17,"Hippo_R","diag",547,0.368377858499131,-503.029675274966
"819",17,"mPFC","diag",547,0.509791886491839,-591.888013598263
"820",18,"Amy_L","diag",547,0.155656022165587,-267.420197288284
"821",18,"Amy_R","diag",547,0.103658615127814,-156.229966484274
"822",18,"EC_L","diag",547,0.555317958156938,-615.282730593334
"823",18,"EC_R","diag",547,1.14033016094887,-812.074805629415
"824",18,"Hippo_L","diag",547,0.0956040723311232,-134.107225344106
"825",18,"Hippo_R","diag",547,0.0921797244731939,-124.131253090749
"828",18,"mPFC","diag",547,0.170551430585551,-292.414900163689
"829",19,"Amy_L","diag",547,0.643177226882776,-655.454263994265
"830",19,"Amy_R","diag",547,0.443554882090395,-553.822000532894
"831",19,"EC_L","diag",547,1.59316640150733,-903.534750377821
"832",19,"EC_R","diag",547,0.949640957679756,-762.027275715625
"833",19,"Hippo_L","diag",547,0.844264350724057,-729.858666136654
"834",19,"Hippo_R","diag",547,0.412896774126658,-534.232857969218
"837",19,"mPFC","diag",547,0.286970762371915,-434.728831113329
"838",21,"Amy_L","diag",547,0.914765757778915,-751.794015086551
"839",21,"Amy_R","diag",547,0.296312842611571,-443.490529316907
"840",21,"EC_L","diag",547,3.55655275954438,-1123.17392122308
"841",21,"EC_R","diag",547,2.16133414880997,-986.952854563846
"842",21,"Hippo_L","diag",547,0.58351581356135,-628.829378491558
"843",21,"Hippo_R","diag",547,0.250364838528764,-397.406712291722
"846",21,"mPFC","diag",547,1.29670095009253,-847.221052475559
"847",22,"Amy_L","diag",547,0.491890179277287,-582.111182292785
"848",22,"Amy_R","diag",547,0.256100478100706,-403.601665586488
"849",22,"EC_L","diag",547,2.99076231880263,-1075.78637072914
"850",22,"EC_R","diag",547,1.08687058909678,-798.942624481562
"851",22,"Hippo_L","diag",547,0.148445118568005,-254.447198334777
"852",22,"Hippo_R","diag",547,0.171008987455842,-293.147665860604
"855",22,"mPFC","diag",547,1.09966145126153,-802.142523356116
"856",23,"Amy_L","diag",547,0.185099677122793,-314.802947839103
"857",23,"Amy_R","diag",547,0.11198547402118,-177.36227593857
"858",23,"EC_L","diag",547,1.83420739356398,-942.067882760417
"859",23,"EC_R","diag",547,0.228700729357439,-372.65361722244
"860",23,"Hippo_L","diag",547,0.0482069335207383,53.1616590136471
"861",23,"Hippo_R","diag",547,0.0553543811578123,15.3494771770926
"864",23,"mPFC","diag",547,0.172528783681489,-295.567585964758
"865",24,"Amy_L","diag",547,0.0863920481352501,-106.396265335469
"866",24,"Amy_R","diag",547,0.113952182198697,-182.123839652751
"867",24,"EC_L","diag",547,0.501936506421519,-587.640846792225
"868",24,"EC_R","diag",547,0.219894130743303,-361.913796375441
"869",24,"Hippo_L","diag",547,0.0673003927213225,-38.0952295580864
"870",24,"Hippo_R","diag",547,0.0488213096892327,49.6980463121885
"873",24,"mPFC","diag",547,0.0889515640000184,-114.381470005074
"874",25,"Amy_L","diag",547,0.256312777484443,-403.828294714995
"875",25,"Amy_R","diag",547,0.128105536345185,-214.143994618695
"876",25,"EC_L","diag",547,0.565397069697107,-620.202288665603
"877",25,"EC_R","diag",547,0.268159790615093,-416.1862693366
"878",25,"Hippo_L","diag",547,0.105001953650702,-159.751553377007
"879",25,"Hippo_R","diag",547,0.0888319368105747,-114.013403889809
"882",25,"mPFC","diag",547,0.0886024531724998,-113.305944529588
"883",26,"Amy_L","diag",547,0.145521845996463,-249.007529934688
"884",26,"Amy_R","diag",547,0.349515333062882,-488.654031550564
"885",26,"EC_L","diag",547,0.364083033198596,-499.822273500739
"886",26,"EC_R","diag",547,0.266594786547242,-414.585423442615
"887",26,"Hippo_L","diag",547,0.0709838782290604,-52.6691453021136
"888",26,"Hippo_R","diag",547,0.0723828494154183,-58.0069356047579
"891",26,"mPFC","diag",547,0.114568557135373,-183.59923269132
"892",27,"Amy_L","diag",547,0.175490168342639,-300.222264967279
"893",27,"Amy_R","diag",547,0.523204670037899,-598.990849426873
"894",27,"EC_L","diag",547,2.73013552368377,-1050.84944463087
"895",27,"EC_R","diag",547,0.961397085425,-765.392296637247
"896",27,"Hippo_L","diag",547,0.168828420194955,-289.637791330508
"897",27,"Hippo_R","diag",547,0.221879227927172,-364.371743299097
"900",27,"mPFC","diag",547,0.771936035315378,-705.362921290478
"901",28,"Amy_L","diag",547,0.115861923103795,-186.669480227486
"902",28,"Amy_R","diag",547,0.159987369149845,-274.926755616043
"903",28,"EC_L","diag",547,2.59602013597663,-1037.07278605154
"904",28,"EC_R","diag",547,0.425484066080906,-542.446030054951
"905",28,"Hippo_L","diag",547,0.0617832507380078,-14.7017440253794
"906",28,"Hippo_R","diag",547,0.0737082130418984,-62.9695512636121
"909",28,"mPFC","diag",547,0.101788173511771,-151.249796969503
"910",29,"Amy_L","diag",547,0.111794866826306,-176.896362979393
"911",29,"Amy_R","diag",547,0.116192827963298,-187.449490462148
"912",29,"EC_L","diag",547,1.05294737450266,-790.270132952592
"913",29,"EC_R","diag",547,0.34779192061828,-487.302104517372
"914",29,"Hippo_L","diag",547,0.0600544317360962,-6.9395521483678
"915",29,"Hippo_R","diag",547,0.0530953221841211,26.7453961592712
"918",29,"mPFC","diag",547,0.224202812957251,-367.221023006051
"919",30,"Amy_L","diag",547,0.151816232963445,-260.588771502333
"920",30,"Amy_R","diag",547,0.194702917739884,-328.636693488852
"921",30,"EC_L","diag",547,0.715010189907239,-684.411482078042
"922",30,"EC_R","diag",547,0.265199640029266,-413.150382272555
"923",30,"Hippo_L","diag",547,0.0739915713599499,-64.0189582804209
"924",30,"Hippo_R","diag",547,0.0536382807736023,23.9627588064073
"927",30,"mPFC","diag",547,0.0509299077829587,38.1335258201052
"928",31,"Amy_L","diag",547,0.301784501006221,-448.494866280809
"929",31,"Amy_R","diag",547,0.416017173531774,-536.292018081238
"930",31,"EC_L","diag",547,1.95731966675276,-959.835419235487
"931",31,"EC_R","diag",547,0.622219159390324,-646.393773961679
"932",31,"Hippo_L","diag",547,0.111898204677047,-177.149056583162
"933",31,"Hippo_R","diag",547,0.0734205343543046,-61.9000088020883
"936",31,"mPFC","diag",547,0.168129498319161,-288.503196197607
