,id,face,type,roi,beta
162,2,F2,rel,D_precuneus_l,0.0259985
176,3,F1,irrel,D_precuneus_l,0.0955324
190,3,F1,rel,D_precuneus_l,-0.0912805
204,3,F2,D,D_precuneus_l,-0.187002
218,3,F2,I,D_precuneus_l,-0.107662
232,3,F2,irrel,D_precuneus_l,0.0178475
246,3,F2,rel,D_precuneus_l,-0.0736124
260,4,F1,irrel,D_precuneus_l,0.093332
274,4,F1,rel,D_precuneus_l,0.135653
288,4,F2,D,D_precuneus_l,-0.341054
302,4,F2,I,D_precuneus_l,0.0201426
316,4,F2,irrel,D_precuneus_l,-0.0847429
330,4,F2,rel,D_precuneus_l,-0.10169
344,6,F1,irrel,D_precuneus_l,0.0564254
358,6,F1,rel,D_precuneus_l,0.188111
372,6,F2,D,D_precuneus_l,-0.177929
386,6,F2,I,D_precuneus_l,0.0238694
400,6,F2,irrel,D_precuneus_l,0.0707535
414,6,F2,rel,D_precuneus_l,0.060426
428,7,F1,irrel,D_precuneus_l,0.0131455
442,7,F1,rel,D_precuneus_l,-0.0160004
456,7,F2,D,D_precuneus_l,-0.139719
470,7,F2,I,D_precuneus_l,-0.0687001
484,7,F2,irrel,D_precuneus_l,-0.135045
498,7,F2,rel,D_precuneus_l,-0.118161
512,9,F1,irrel,D_precuneus_l,-0.121743
526,9,F1,rel,D_precuneus_l,0.178724
540,9,F2,D,D_precuneus_l,-0.102632
554,9,F2,I,D_precuneus_l,-0.0934819
568,9,F2,irrel,D_precuneus_l,0.113769
582,9,F2,rel,D_precuneus_l,-0.00526393
596,10,F1,irrel,D_precuneus_l,-0.114618
610,10,F1,rel,D_precuneus_l,0.050583
624,10,F2,D,D_precuneus_l,-0.112633
638,10,F2,I,D_precuneus_l,-0.1552
652,10,F2,irrel,D_precuneus_l,0.0170997
666,10,F2,rel,D_precuneus_l,-0.0776315
680,11,F1,irrel,D_precuneus_l,0.139514
694,11,F1,rel,D_precuneus_l,0.0221272
708,11,F2,D,D_precuneus_l,-0.153241
722,11,F2,I,D_precuneus_l,0.176469
736,11,F2,irrel,D_precuneus_l,-0.0652789
750,11,F2,rel,D_precuneus_l,0.151323
764,15,F1,irrel,D_precuneus_l,0.042612
778,15,F1,rel,D_precuneus_l,-0.0271679
792,15,F2,D,D_precuneus_l,-0.0230542
806,15,F2,I,D_precuneus_l,-0.00283768
820,15,F2,irrel,D_precuneus_l,-0.0523232
834,15,F2,rel,D_precuneus_l,-0.0617309
848,17,F1,irrel,D_precuneus_l,0.0117629
862,17,F1,rel,D_precuneus_l,0.0243638
876,17,F2,D,D_precuneus_l,-0.197512
890,17,F2,I,D_precuneus_l,-0.0147042
904,17,F2,irrel,D_precuneus_l,0.0379953
918,17,F2,rel,D_precuneus_l,-0.0262888
932,18,F1,irrel,D_precuneus_l,0.023963
946,18,F1,rel,D_precuneus_l,0.0344943
960,18,F2,D,D_precuneus_l,-0.293231
974,18,F2,I,D_precuneus_l,0.0971593
988,18,F2,irrel,D_precuneus_l,0.0454304
1002,18,F2,rel,D_precuneus_l,0.0732722
1016,19,F1,irrel,D_precuneus_l,-0.03617
1030,19,F1,rel,D_precuneus_l,0.0974292
1044,19,F2,D,D_precuneus_l,-0.202039
1058,19,F2,I,D_precuneus_l,-0.102352
1072,19,F2,irrel,D_precuneus_l,0.148892
1086,19,F2,rel,D_precuneus_l,0.0734935
1100,21,F1,irrel,D_precuneus_l,-0.00197545
1114,21,F1,rel,D_precuneus_l,0.0499232
1128,21,F2,D,D_precuneus_l,-0.0935709
1142,21,F2,I,D_precuneus_l,0.155332
1156,21,F2,irrel,D_precuneus_l,0.0112538
1170,21,F2,rel,D_precuneus_l,-0.0341793
1184,22,F1,irrel,D_precuneus_l,-0.0612334
1198,22,F1,rel,D_precuneus_l,0.136178
1212,22,F2,D,D_precuneus_l,-0.0733832
1226,22,F2,I,D_precuneus_l,-0.0162481
1240,22,F2,irrel,D_precuneus_l,-0.0348368
1254,22,F2,rel,D_precuneus_l,0.0215813
1268,23,F1,irrel,D_precuneus_l,0.00247899
1282,23,F1,rel,D_precuneus_l,0.0528512
1296,23,F2,D,D_precuneus_l,-0.285759
1310,23,F2,I,D_precuneus_l,-0.00528515
1324,23,F2,irrel,D_precuneus_l,-0.0296556
1338,23,F2,rel,D_precuneus_l,-0.0197232
1352,24,F1,irrel,D_precuneus_l,0.0652333
1366,24,F1,rel,D_precuneus_l,0.0585047
1380,24,F2,D,D_precuneus_l,-0.0156232
1394,24,F2,I,D_precuneus_l,0.0744688
1408,24,F2,irrel,D_precuneus_l,-0.143442
1422,24,F2,rel,D_precuneus_l,-0.14218
1436,25,F1,irrel,D_precuneus_l,-0.044079
1450,25,F1,rel,D_precuneus_l,0.017874
1464,25,F2,D,D_precuneus_l,-0.201705
1478,25,F2,I,D_precuneus_l,-0.0625237
1492,25,F2,irrel,D_precuneus_l,-0.0420058
1506,25,F2,rel,D_precuneus_l,-0.0120931
1520,26,F1,irrel,D_precuneus_l,-0.0332037
1534,26,F1,rel,D_precuneus_l,0.14668
1548,26,F2,D,D_precuneus_l,-0.0642346
1562,26,F2,I,D_precuneus_l,0.00421564
1576,26,F2,irrel,D_precuneus_l,-0.019505
1590,26,F2,rel,D_precuneus_l,0.00691011
1604,27,F1,irrel,D_precuneus_l,-0.0235838
1618,27,F1,rel,D_precuneus_l,0.122845
1632,27,F2,D,D_precuneus_l,-0.0135917
1646,27,F2,I,D_precuneus_l,0.0592012
1660,27,F2,irrel,D_precuneus_l,0.0449582
1674,27,F2,rel,D_precuneus_l,0.248654
1688,28,F1,irrel,D_precuneus_l,0.0993745
1702,28,F1,rel,D_precuneus_l,-0.0339098
1716,28,F2,D,D_precuneus_l,-0.308525
1730,28,F2,I,D_precuneus_l,-0.0394027
1744,28,F2,irrel,D_precuneus_l,-0.081442
1758,28,F2,rel,D_precuneus_l,0.0463393
1772,29,F1,irrel,D_precuneus_l,-0.0482399
1786,29,F1,rel,D_precuneus_l,0.0234697
1800,29,F2,D,D_precuneus_l,-0.0605907
1814,29,F2,I,D_precuneus_l,0.0617511
1828,29,F2,irrel,D_precuneus_l,-0.0613086
1842,29,F2,rel,D_precuneus_l,0.0478496
1856,30,F1,irrel,D_precuneus_l,0.0341682
1870,30,F1,rel,D_precuneus_l,0.0335071
1884,30,F2,D,D_precuneus_l,-0.0684458
1898,30,F2,I,D_precuneus_l,0.0229035
1912,30,F2,irrel,D_precuneus_l,-0.0703236
1926,30,F2,rel,D_precuneus_l,-0.0244894
1940,31,F1,irrel,D_precuneus_l,-0.0517481
1954,31,F1,rel,D_precuneus_l,0.133147
1968,31,F2,D,D_precuneus_l,-0.111203
1982,31,F2,I,D_precuneus_l,-0.0219161
1996,31,F2,irrel,D_precuneus_l,-0.0358219
2010,31,F2,rel,D_precuneus_l,0.000380784
9,1,F1,irrel,F1rel_IPL_l,0.0225392
23,1,F1,rel,F1rel_IPL_l,0.0662021
37,1,F2,D,F1rel_IPL_l,-0.0460571
51,1,F2,I,F1rel_IPL_l,-0.00350062
65,1,F2,irrel,F1rel_IPL_l,0.0265469
79,1,F2,rel,F1rel_IPL_l,-0.0306668
93,2,F1,irrel,F1rel_IPL_l,-0.0273383
107,2,F1,rel,F1rel_IPL_l,0.033441
121,2,F2,D,F1rel_IPL_l,0.000647335
135,2,F2,I,F1rel_IPL_l,-0.138855
149,2,F2,irrel,F1rel_IPL_l,-0.0149524
163,2,F2,rel,F1rel_IPL_l,-0.025332
177,3,F1,irrel,F1rel_IPL_l,-0.0250538
191,3,F1,rel,F1rel_IPL_l,0.00102048
205,3,F2,D,F1rel_IPL_l,-0.094417
219,3,F2,I,F1rel_IPL_l,0.00264616
233,3,F2,irrel,F1rel_IPL_l,0.0331978
247,3,F2,rel,F1rel_IPL_l,-0.00524956
261,4,F1,irrel,F1rel_IPL_l,0.00519314
275,4,F1,rel,F1rel_IPL_l,0.0766151
289,4,F2,D,F1rel_IPL_l,-0.139287
303,4,F2,I,F1rel_IPL_l,-0.142034
317,4,F2,irrel,F1rel_IPL_l,0.0305831
331,4,F2,rel,F1rel_IPL_l,-0.046048
345,6,F1,irrel,F1rel_IPL_l,-0.0305329
359,6,F1,rel,F1rel_IPL_l,0.0552634
373,6,F2,D,F1rel_IPL_l,-0.0140394
387,6,F2,I,F1rel_IPL_l,0.0361413
401,6,F2,irrel,F1rel_IPL_l,0.0226346
415,6,F2,rel,F1rel_IPL_l,-0.0495805
429,7,F1,irrel,F1rel_IPL_l,-0.0211497
443,7,F1,rel,F1rel_IPL_l,0.0247719
457,7,F2,D,F1rel_IPL_l,0.0634166
471,7,F2,I,F1rel_IPL_l,-0.0724579
485,7,F2,irrel,F1rel_IPL_l,-0.0130731
499,7,F2,rel,F1rel_IPL_l,-0.0849107
513,9,F1,irrel,F1rel_IPL_l,0.00777493
527,9,F1,rel,F1rel_IPL_l,0.0709849
541,9,F2,D,F1rel_IPL_l,0.0880677
555,9,F2,I,F1rel_IPL_l,0.0500024
569,9,F2,irrel,F1rel_IPL_l,0.00785807
583,9,F2,rel,F1rel_IPL_l,-0.0481534
597,10,F1,irrel,F1rel_IPL_l,-0.0957147
611,10,F1,rel,F1rel_IPL_l,0.0598828
625,10,F2,D,F1rel_IPL_l,-0.111417
639,10,F2,I,F1rel_IPL_l,-0.114689
653,10,F2,irrel,F1rel_IPL_l,0.0352035
667,10,F2,rel,F1rel_IPL_l,-0.0906006
681,11,F1,irrel,F1rel_IPL_l,0.0363546
695,11,F1,rel,F1rel_IPL_l,0.0678806
709,11,F2,D,F1rel_IPL_l,-0.031889
723,11,F2,I,F1rel_IPL_l,0.0214725
737,11,F2,irrel,F1rel_IPL_l,-0.0019348
751,11,F2,rel,F1rel_IPL_l,0.0206792
765,15,F1,irrel,F1rel_IPL_l,-0.00847741
779,15,F1,rel,F1rel_IPL_l,-0.00721156
793,15,F2,D,F1rel_IPL_l,-0.0341701
807,15,F2,I,F1rel_IPL_l,-0.0312406
821,15,F2,irrel,F1rel_IPL_l,-0.00637439
835,15,F2,rel,F1rel_IPL_l,-0.0782212
849,17,F1,irrel,F1rel_IPL_l,-0.0124975
863,17,F1,rel,F1rel_IPL_l,0.0250805
877,17,F2,D,F1rel_IPL_l,-0.150063
891,17,F2,I,F1rel_IPL_l,0.0269259
905,17,F2,irrel,F1rel_IPL_l,0.000632842
919,17,F2,rel,F1rel_IPL_l,-0.048296
933,18,F1,irrel,F1rel_IPL_l,0.0242196
947,18,F1,rel,F1rel_IPL_l,0.0396464
961,18,F2,D,F1rel_IPL_l,-0.129858
975,18,F2,I,F1rel_IPL_l,0.0804442
989,18,F2,irrel,F1rel_IPL_l,-0.027303
1003,18,F2,rel,F1rel_IPL_l,-0.0416698
1017,19,F1,irrel,F1rel_IPL_l,-0.00248273
1031,19,F1,rel,F1rel_IPL_l,0.121292
1045,19,F2,D,F1rel_IPL_l,-0.0854327
1059,19,F2,I,F1rel_IPL_l,-0.0763927
1073,19,F2,irrel,F1rel_IPL_l,0.0812464
1087,19,F2,rel,F1rel_IPL_l,-0.0127211
1101,21,F1,irrel,F1rel_IPL_l,-0.0412627
1115,21,F1,rel,F1rel_IPL_l,0.0988361
1129,21,F2,D,F1rel_IPL_l,-0.100422
1143,21,F2,I,F1rel_IPL_l,0.0901119
1157,21,F2,irrel,F1rel_IPL_l,0.0196014
1171,21,F2,rel,F1rel_IPL_l,-0.0288435
1185,22,F1,irrel,F1rel_IPL_l,0.0167544
1199,22,F1,rel,F1rel_IPL_l,0.0954589
1213,22,F2,D,F1rel_IPL_l,0.0211988
1227,22,F2,I,F1rel_IPL_l,0.0794854
1241,22,F2,irrel,F1rel_IPL_l,0.00995069
1255,22,F2,rel,F1rel_IPL_l,0.00628356
1269,23,F1,irrel,F1rel_IPL_l,0.0313875
1283,23,F1,rel,F1rel_IPL_l,0.0703589
1297,23,F2,D,F1rel_IPL_l,-0.0256873
1311,23,F2,I,F1rel_IPL_l,0.0258298
1325,23,F2,irrel,F1rel_IPL_l,1.04E-05
1339,23,F2,rel,F1rel_IPL_l,-0.0123598
1353,24,F1,irrel,F1rel_IPL_l,0.0410406
1367,24,F1,rel,F1rel_IPL_l,0.0951915
1381,24,F2,D,F1rel_IPL_l,0.0367612
1395,24,F2,I,F1rel_IPL_l,0.0606426
1409,24,F2,irrel,F1rel_IPL_l,-0.0546305
1423,24,F2,rel,F1rel_IPL_l,-0.0363788
1437,25,F1,irrel,F1rel_IPL_l,-0.00495455
1451,25,F1,rel,F1rel_IPL_l,0.000886259
1465,25,F2,D,F1rel_IPL_l,-0.0743
1479,25,F2,I,F1rel_IPL_l,-0.0395685
1493,25,F2,irrel,F1rel_IPL_l,0.0244363
1507,25,F2,rel,F1rel_IPL_l,-0.0138577
1521,26,F1,irrel,F1rel_IPL_l,-0.0300276
1535,26,F1,rel,F1rel_IPL_l,0.0875422
1549,26,F2,D,F1rel_IPL_l,0.0179963
1563,26,F2,I,F1rel_IPL_l,0.0480501
1577,26,F2,irrel,F1rel_IPL_l,-0.0355099
1591,26,F2,rel,F1rel_IPL_l,0.0310965
1605,27,F1,irrel,F1rel_IPL_l,0.0198885
1619,27,F1,rel,F1rel_IPL_l,0.0680357
1633,27,F2,D,F1rel_IPL_l,-0.0112605
1647,27,F2,I,F1rel_IPL_l,0.0479671
1661,27,F2,irrel,F1rel_IPL_l,-0.00550923
1675,27,F2,rel,F1rel_IPL_l,0.081114
1689,28,F1,irrel,F1rel_IPL_l,0.0317382
1703,28,F1,rel,F1rel_IPL_l,-0.0159045
1717,28,F2,D,F1rel_IPL_l,-0.210093
1731,28,F2,I,F1rel_IPL_l,-0.0201993
1745,28,F2,irrel,F1rel_IPL_l,-0.0719417
1759,28,F2,rel,F1rel_IPL_l,0.00703447
1773,29,F1,irrel,F1rel_IPL_l,0.00284088
1787,29,F1,rel,F1rel_IPL_l,0.0573159
1801,29,F2,D,F1rel_IPL_l,-0.0372601
1815,29,F2,I,F1rel_IPL_l,0.0875625
1829,29,F2,irrel,F1rel_IPL_l,-0.00496443
1843,29,F2,rel,F1rel_IPL_l,0.0230301
1857,30,F1,irrel,F1rel_IPL_l,0.0166712
1871,30,F1,rel,F1rel_IPL_l,0.0285036
1885,30,F2,D,F1rel_IPL_l,-0.0455411
1899,30,F2,I,F1rel_IPL_l,0.0270945
1913,30,F2,irrel,F1rel_IPL_l,-0.0641032
1927,30,F2,rel,F1rel_IPL_l,-0.0239127
1941,31,F1,irrel,F1rel_IPL_l,-0.00710461
1955,31,F1,rel,F1rel_IPL_l,0.0859666
1969,31,F2,D,F1rel_IPL_l,-0.0791678
1983,31,F2,I,F1rel_IPL_l,-0.0211891
1997,31,F2,irrel,F1rel_IPL_l,-0.0269017
2011,31,F2,rel,F1rel_IPL_l,-0.00787588
10,1,F1,irrel,F2rel_precnetral_l,0.0237605
24,1,F1,rel,F2rel_precnetral_l,0.0488648
38,1,F2,D,F2rel_precnetral_l,-0.0510699
52,1,F2,I,F2rel_precnetral_l,-0.0183119
66,1,F2,irrel,F2rel_precnetral_l,-0.017341
80,1,F2,rel,F2rel_precnetral_l,-0.104401
94,2,F1,irrel,F2rel_precnetral_l,-0.009
108,2,F1,rel,F2rel_precnetral_l,0.148438
122,2,F2,D,F2rel_precnetral_l,-0.132814
136,2,F2,I,F2rel_precnetral_l,-0.174213
150,2,F2,irrel,F2rel_precnetral_l,0.040293
164,2,F2,rel,F2rel_precnetral_l,-0.098994
178,3,F1,irrel,F2rel_precnetral_l,-0.00892751
192,3,F1,rel,F2rel_precnetral_l,-0.011042
206,3,F2,D,F2rel_precnetral_l,-0.0542081
220,3,F2,I,F2rel_precnetral_l,0.0388243
234,3,F2,irrel,F2rel_precnetral_l,-0.0295478
248,3,F2,rel,F2rel_precnetral_l,-0.0305765
262,4,F1,irrel,F2rel_precnetral_l,0.080841
276,4,F1,rel,F2rel_precnetral_l,0.175044
290,4,F2,D,F2rel_precnetral_l,-0.325806
304,4,F2,I,F2rel_precnetral_l,0.216624
318,4,F2,irrel,F2rel_precnetral_l,-0.199626
332,4,F2,rel,F2rel_precnetral_l,-0.2693
346,6,F1,irrel,F2rel_precnetral_l,-0.0777268
360,6,F1,rel,F2rel_precnetral_l,0.078519
374,6,F2,D,F2rel_precnetral_l,-0.0675419
388,6,F2,I,F2rel_precnetral_l,0.0474607
402,6,F2,irrel,F2rel_precnetral_l,0.0130089
416,6,F2,rel,F2rel_precnetral_l,-0.0710274
430,7,F1,irrel,F2rel_precnetral_l,-0.00782515
444,7,F1,rel,F2rel_precnetral_l,0.0540618
458,7,F2,D,F2rel_precnetral_l,-0.05241
472,7,F2,I,F2rel_precnetral_l,-0.13194
486,7,F2,irrel,F2rel_precnetral_l,-0.0718125
500,7,F2,rel,F2rel_precnetral_l,-0.141737
514,9,F1,irrel,F2rel_precnetral_l,0.025548
528,9,F1,rel,F2rel_precnetral_l,0.0479766
542,9,F2,D,F2rel_precnetral_l,0.174495
556,9,F2,I,F2rel_precnetral_l,0.140038
570,9,F2,irrel,F2rel_precnetral_l,0.0319534
584,9,F2,rel,F2rel_precnetral_l,-0.0871322
598,10,F1,irrel,F2rel_precnetral_l,-0.0578581
612,10,F1,rel,F2rel_precnetral_l,0.0087751
626,10,F2,D,F2rel_precnetral_l,-0.0241978
640,10,F2,I,F2rel_precnetral_l,-0.00231444
654,10,F2,irrel,F2rel_precnetral_l,-0.0750233
668,10,F2,rel,F2rel_precnetral_l,-0.109269
682,11,F1,irrel,F2rel_precnetral_l,0.117315
696,11,F1,rel,F2rel_precnetral_l,0.153944
710,11,F2,D,F2rel_precnetral_l,0.0494901
724,11,F2,I,F2rel_precnetral_l,-0.0356676
738,11,F2,irrel,F2rel_precnetral_l,-0.0538932
752,11,F2,rel,F2rel_precnetral_l,-0.00891008
766,15,F1,irrel,F2rel_precnetral_l,0.0732038
780,15,F1,rel,F2rel_precnetral_l,0.0135106
794,15,F2,D,F2rel_precnetral_l,-0.052654
808,15,F2,I,F2rel_precnetral_l,0.0100988
822,15,F2,irrel,F2rel_precnetral_l,0.0183493
836,15,F2,rel,F2rel_precnetral_l,-0.111067
850,17,F1,irrel,F2rel_precnetral_l,0.0328642
864,17,F1,rel,F2rel_precnetral_l,0.0658915
878,17,F2,D,F2rel_precnetral_l,-0.236824
892,17,F2,I,F2rel_precnetral_l,0.0770598
906,17,F2,irrel,F2rel_precnetral_l,0.00402447
920,17,F2,rel,F2rel_precnetral_l,-0.11063
934,18,F1,irrel,F2rel_precnetral_l,0.0273764
948,18,F1,rel,F2rel_precnetral_l,0.0893769
962,18,F2,D,F2rel_precnetral_l,-0.193235
976,18,F2,I,F2rel_precnetral_l,0.00997461
990,18,F2,irrel,F2rel_precnetral_l,0.0547347
1004,18,F2,rel,F2rel_precnetral_l,-0.120789
1018,19,F1,irrel,F2rel_precnetral_l,0.110936
1032,19,F1,rel,F2rel_precnetral_l,0.0549349
1046,19,F2,D,F2rel_precnetral_l,0.210917
1060,19,F2,I,F2rel_precnetral_l,0.121738
1074,19,F2,irrel,F2rel_precnetral_l,0.0424534
1088,19,F2,rel,F2rel_precnetral_l,-0.0894626
1102,21,F1,irrel,F2rel_precnetral_l,-0.0477999
1116,21,F1,rel,F2rel_precnetral_l,0.105227
1130,21,F2,D,F2rel_precnetral_l,-0.137166
1144,21,F2,I,F2rel_precnetral_l,0.0552199
1158,21,F2,irrel,F2rel_precnetral_l,0.0270957
1172,21,F2,rel,F2rel_precnetral_l,-0.0469957
1186,22,F1,irrel,F2rel_precnetral_l,0.00130557
1200,22,F1,rel,F2rel_precnetral_l,0.225519
1214,22,F2,D,F2rel_precnetral_l,-0.100213
1228,22,F2,I,F2rel_precnetral_l,0.151445
1242,22,F2,irrel,F2rel_precnetral_l,-0.142289
1256,22,F2,rel,F2rel_precnetral_l,-0.118549
1270,23,F1,irrel,F2rel_precnetral_l,0.0183003
1284,23,F1,rel,F2rel_precnetral_l,0.24636
1298,23,F2,D,F2rel_precnetral_l,0.0021176
1312,23,F2,I,F2rel_precnetral_l,0.0159679
1326,23,F2,irrel,F2rel_precnetral_l,-0.0263072
1340,23,F2,rel,F2rel_precnetral_l,-0.146046
1354,24,F1,irrel,F2rel_precnetral_l,-0.0684686
1368,24,F1,rel,F2rel_precnetral_l,0.126043
1382,24,F2,D,F2rel_precnetral_l,0.261139
1396,24,F2,I,F2rel_precnetral_l,0.185521
1410,24,F2,irrel,F2rel_precnetral_l,-0.169365
1424,24,F2,rel,F2rel_precnetral_l,-0.119224
1438,25,F1,irrel,F2rel_precnetral_l,0.0451559
1452,25,F1,rel,F2rel_precnetral_l,0.0685449
1466,25,F2,D,F2rel_precnetral_l,-0.0067983
1480,25,F2,I,F2rel_precnetral_l,-0.0514634
1494,25,F2,irrel,F2rel_precnetral_l,0.0698271
1508,25,F2,rel,F2rel_precnetral_l,-0.0688536
1522,26,F1,irrel,F2rel_precnetral_l,-0.0930609
1536,26,F1,rel,F2rel_precnetral_l,0.111995
1550,26,F2,D,F2rel_precnetral_l,0.0974652
1564,26,F2,I,F2rel_precnetral_l,0.112668
1578,26,F2,irrel,F2rel_precnetral_l,0.0341865
1592,26,F2,rel,F2rel_precnetral_l,-0.0180049
1606,27,F1,irrel,F2rel_precnetral_l,0.0377534
1620,27,F1,rel,F2rel_precnetral_l,0.0176704
1634,27,F2,D,F2rel_precnetral_l,-0.0708945
1648,27,F2,I,F2rel_precnetral_l,0.0621117
1662,27,F2,irrel,F2rel_precnetral_l,0.0118626
1676,27,F2,rel,F2rel_precnetral_l,-0.0204083
1690,28,F1,irrel,F2rel_precnetral_l,0.0124257
1704,28,F1,rel,F2rel_precnetral_l,-0.0162174
1718,28,F2,D,F2rel_precnetral_l,-0.117222
1732,28,F2,I,F2rel_precnetral_l,-0.0503206
1746,28,F2,irrel,F2rel_precnetral_l,-0.0311922
1760,28,F2,rel,F2rel_precnetral_l,-0.0252584
1774,29,F1,irrel,F2rel_precnetral_l,-0.0121493
1788,29,F1,rel,F2rel_precnetral_l,0.0157976
1802,29,F2,D,F2rel_precnetral_l,-0.030069
1816,29,F2,I,F2rel_precnetral_l,0.0783113
1830,29,F2,irrel,F2rel_precnetral_l,0.0230548
1844,29,F2,rel,F2rel_precnetral_l,-0.0144161
1858,30,F1,irrel,F2rel_precnetral_l,0.00680899
1872,30,F1,rel,F2rel_precnetral_l,0.0620296
1886,30,F2,D,F2rel_precnetral_l,-0.00835753
1900,30,F2,I,F2rel_precnetral_l,0.07273
1914,30,F2,irrel,F2rel_precnetral_l,-0.0543282
1928,30,F2,rel,F2rel_precnetral_l,-0.0795757
1942,31,F1,irrel,F2rel_precnetral_l,-0.0292858
1956,31,F1,rel,F2rel_precnetral_l,0.109749
1970,31,F2,D,F2rel_precnetral_l,0.0188464
1984,31,F2,I,F2rel_precnetral_l,-0.0135195
1998,31,F2,irrel,F2rel_precnetral_l,-0.00779177
2012,31,F2,rel,F2rel_precnetral_l,-0.0312637
11,1,F1,irrel,I_precentral_l,0.0515721
25,1,F1,rel,I_precentral_l,-0.00297976
39,1,F2,D,I_precentral_l,-0.0309934
53,1,F2,I,I_precentral_l,0.0031616
67,1,F2,irrel,I_precentral_l,-0.0309835
81,1,F2,rel,I_precentral_l,-0.0544871
95,2,F1,irrel,I_precentral_l,-0.038923
109,2,F1,rel,I_precentral_l,-0.0294386
123,2,F2,D,I_precentral_l,0.00602595
137,2,F2,I,I_precentral_l,-0.0629574
151,2,F2,irrel,I_precentral_l,0.0267449
165,2,F2,rel,I_precentral_l,0.0162563
179,3,F1,irrel,I_precentral_l,-0.0094293
193,3,F1,rel,I_precentral_l,-0.00413905
207,3,F2,D,I_precentral_l,0.0100499
221,3,F2,I,I_precentral_l,0.0719179
235,3,F2,irrel,I_precentral_l,0.023737
249,3,F2,rel,I_precentral_l,-0.0217911
263,4,F1,irrel,I_precentral_l,0.00717147
277,4,F1,rel,I_precentral_l,0.0479629
291,4,F2,D,I_precentral_l,-0.155899
305,4,F2,I,I_precentral_l,0.0702492
319,4,F2,irrel,I_precentral_l,-0.0488483
333,4,F2,rel,I_precentral_l,-0.0952172
347,6,F1,irrel,I_precentral_l,-0.0285844
361,6,F1,rel,I_precentral_l,0.0604732
375,6,F2,D,I_precentral_l,-0.00832384
389,6,F2,I,I_precentral_l,0.0339072
403,6,F2,irrel,I_precentral_l,0.0176014
417,6,F2,rel,I_precentral_l,-0.040151
431,7,F1,irrel,I_precentral_l,-0.0695777
445,7,F1,rel,I_precentral_l,0.0365573
459,7,F2,D,I_precentral_l,-0.0232189
473,7,F2,I,I_precentral_l,-0.00815378
487,7,F2,irrel,I_precentral_l,-0.0274784
501,7,F2,rel,I_precentral_l,-0.084149
515,9,F1,irrel,I_precentral_l,0.0758595
529,9,F1,rel,I_precentral_l,0.0103442
543,9,F2,D,I_precentral_l,0.055905
557,9,F2,I,I_precentral_l,0.0564924
571,9,F2,irrel,I_precentral_l,-0.00952686
585,9,F2,rel,I_precentral_l,-0.038269
599,10,F1,irrel,I_precentral_l,-0.0427873
613,10,F1,rel,I_precentral_l,0.0273288
627,10,F2,D,I_precentral_l,0.051815
641,10,F2,I,I_precentral_l,0.0431602
655,10,F2,irrel,I_precentral_l,0.00342309
669,10,F2,rel,I_precentral_l,-0.0245162
683,11,F1,irrel,I_precentral_l,0.0664677
697,11,F1,rel,I_precentral_l,0.00945766
711,11,F2,D,I_precentral_l,-0.0170512
725,11,F2,I,I_precentral_l,0.00591837
739,11,F2,irrel,I_precentral_l,-0.0344383
753,11,F2,rel,I_precentral_l,0.0278912
767,15,F1,irrel,I_precentral_l,0.0256905
781,15,F1,rel,I_precentral_l,-0.00198225
795,15,F2,D,I_precentral_l,-0.0336684
809,15,F2,I,I_precentral_l,0.0335019
823,15,F2,irrel,I_precentral_l,0.0061614
837,15,F2,rel,I_precentral_l,-0.0633442
851,17,F1,irrel,I_precentral_l,-0.00843912
865,17,F1,rel,I_precentral_l,-0.00976458
879,17,F2,D,I_precentral_l,-0.111705
