,id,face,type,roi,beta
893,17,F2,I,I_precentral_l,0.0416818
907,17,F2,irrel,I_precentral_l,0.0200508
921,17,F2,rel,I_precentral_l,-0.0369332
935,18,F1,irrel,I_precentral_l,0.0402979
949,18,F1,rel,I_precentral_l,0.0365787
963,18,F2,D,I_precentral_l,-0.195513
977,18,F2,I,I_precentral_l,0.138436
991,18,F2,irrel,I_precentral_l,-0.000534425
1005,18,F2,rel,I_precentral_l,-0.0586651
1019,19,F1,irrel,I_precentral_l,0.0313585
1033,19,F1,rel,I_precentral_l,-0.0112826
1047,19,F2,D,I_precentral_l,0.169893
1061,19,F2,I,I_precentral_l,0.0625406
1075,19,F2,irrel,I_precentral_l,0.0209409
1089,19,F2,rel,I_precentral_l,0.00251978
1103,21,F1,irrel,I_precentral_l,-0.0634153
1117,21,F1,rel,I_precentral_l,0.0800207
1131,21,F2,D,I_precentral_l,-0.0621723
1145,21,F2,I,I_precentral_l,0.0802004
1159,21,F2,irrel,I_precentral_l,0.00988705
1173,21,F2,rel,I_precentral_l,0.0088441
1187,22,F1,irrel,I_precentral_l,-0.00289374
1201,22,F1,rel,I_precentral_l,0.0170841
1215,22,F2,D,I_precentral_l,0.0774417
1229,22,F2,I,I_precentral_l,0.0437066
1243,22,F2,irrel,I_precentral_l,-0.0721676
1257,22,F2,rel,I_precentral_l,-0.025987
1271,23,F1,irrel,I_precentral_l,0.0197236
1285,23,F1,rel,I_precentral_l,0.0301226
1299,23,F2,D,I_precentral_l,0.00576138
1313,23,F2,I,I_precentral_l,0.0921687
1327,23,F2,irrel,I_precentral_l,0.000466531
1341,23,F2,rel,I_precentral_l,-0.0173872
1355,24,F1,irrel,I_precentral_l,-0.0365704
1369,24,F1,rel,I_precentral_l,0.0297754
1383,24,F2,D,I_precentral_l,0.0892445
1397,24,F2,I,I_precentral_l,0.122309
1411,24,F2,irrel,I_precentral_l,-0.0223444
1425,24,F2,rel,I_precentral_l,0.0380801
1439,25,F1,irrel,I_precentral_l,0.0320903
1453,25,F1,rel,I_precentral_l,-0.0526448
1467,25,F2,D,I_precentral_l,-0.0294995
1481,25,F2,I,I_precentral_l,0.00491688
1495,25,F2,irrel,I_precentral_l,0.0183553
1509,25,F2,rel,I_precentral_l,0.0271582
1523,26,F1,irrel,I_precentral_l,-0.0418096
1537,26,F1,rel,I_precentral_l,0.00708501
1551,26,F2,D,I_precentral_l,0.0433874
1565,26,F2,I,I_precentral_l,0.00436765
1579,26,F2,irrel,I_precentral_l,0.0145588
1593,26,F2,rel,I_precentral_l,0.0505879
1607,27,F1,irrel,I_precentral_l,0.0485136
1621,27,F1,rel,I_precentral_l,-0.0429574
1635,27,F2,D,I_precentral_l,-0.049106
1649,27,F2,I,I_precentral_l,0.096453
1663,27,F2,irrel,I_precentral_l,0.0121403
1677,27,F2,rel,I_precentral_l,0.0659938
1691,28,F1,irrel,I_precentral_l,0.0223481
1705,28,F1,rel,I_precentral_l,-0.00201403
1719,28,F2,D,I_precentral_l,-0.178356
1733,28,F2,I,I_precentral_l,0.0255988
1747,28,F2,irrel,I_precentral_l,-0.0590661
1761,28,F2,rel,I_precentral_l,0.0122987
1775,29,F1,irrel,I_precentral_l,-0.0356104
1789,29,F1,rel,I_precentral_l,0.00428779
1803,29,F2,D,I_precentral_l,-0.0926021
1817,29,F2,I,I_precentral_l,0.0909587
1831,29,F2,irrel,I_precentral_l,0.000306285
1845,29,F2,rel,I_precentral_l,0.061705
1859,30,F1,irrel,I_precentral_l,-0.00588144
1873,30,F1,rel,I_precentral_l,0.00917715
1887,30,F2,D,I_precentral_l,0.0209325
1901,30,F2,I,I_precentral_l,0.081367
1915,30,F2,irrel,I_precentral_l,-0.0266907
1929,30,F2,rel,I_precentral_l,0.00323938
1943,31,F1,irrel,I_precentral_l,-0.0226893
1957,31,F1,rel,I_precentral_l,0.043592
1971,31,F2,D,I_precentral_l,0.000337035
1985,31,F2,I,I_precentral_l,0.0222399
1999,31,F2,irrel,I_precentral_l,-0.00452352
2013,31,F2,rel,I_precentral_l,-0.0157326
12,1,F1,irrel,unrel_IFG_l,0.00818676
26,1,F1,rel,unrel_IFG_l,0.0313495
40,1,F2,D,unrel_IFG_l,-0.0599354
54,1,F2,I,unrel_IFG_l,-0.00449233
68,1,F2,irrel,unrel_IFG_l,0.0134565
82,1,F2,rel,unrel_IFG_l,0.0194
96,2,F1,irrel,unrel_IFG_l,-0.035347
110,2,F1,rel,unrel_IFG_l,-0.025548
124,2,F2,D,unrel_IFG_l,0.0152584
138,2,F2,I,unrel_IFG_l,-0.00402698
152,2,F2,irrel,unrel_IFG_l,0.00392401
166,2,F2,rel,unrel_IFG_l,0.0410964
180,3,F1,irrel,unrel_IFG_l,-0.00214507
194,3,F1,rel,unrel_IFG_l,-0.00603646
208,3,F2,D,unrel_IFG_l,-0.0309274
222,3,F2,I,unrel_IFG_l,0.0372832
236,3,F2,irrel,unrel_IFG_l,-0.00579692
250,3,F2,rel,unrel_IFG_l,0.0156651
264,4,F1,irrel,unrel_IFG_l,-0.00675069
278,4,F1,rel,unrel_IFG_l,0.0414163
292,4,F2,D,unrel_IFG_l,-0.0799721
306,4,F2,I,unrel_IFG_l,-0.107381
320,4,F2,irrel,unrel_IFG_l,0.0382043
334,4,F2,rel,unrel_IFG_l,-0.0280479
348,6,F1,irrel,unrel_IFG_l,-0.00370421
362,6,F1,rel,unrel_IFG_l,0.00993454
376,6,F2,D,unrel_IFG_l,-0.0297004
390,6,F2,I,unrel_IFG_l,0.0213228
404,6,F2,irrel,unrel_IFG_l,0.0625464
418,6,F2,rel,unrel_IFG_l,0.01775
432,7,F1,irrel,unrel_IFG_l,-0.0515033
446,7,F1,rel,unrel_IFG_l,0.00177978
460,7,F2,D,unrel_IFG_l,-0.0111157
474,7,F2,I,unrel_IFG_l,-0.00346988
488,7,F2,irrel,unrel_IFG_l,-0.0296365
502,7,F2,rel,unrel_IFG_l,-0.0447147
516,9,F1,irrel,unrel_IFG_l,-0.0202156
530,9,F1,rel,unrel_IFG_l,-0.0496642
544,9,F2,D,unrel_IFG_l,-0.0283019
558,9,F2,I,unrel_IFG_l,0.00129152
572,9,F2,irrel,unrel_IFG_l,0.0218897
586,9,F2,rel,unrel_IFG_l,0.0418408
600,10,F1,irrel,unrel_IFG_l,-0.0726414
614,10,F1,rel,unrel_IFG_l,-0.0648164
628,10,F2,D,unrel_IFG_l,0.175249
642,10,F2,I,unrel_IFG_l,-0.0116132
656,10,F2,irrel,unrel_IFG_l,0.00845673
670,10,F2,rel,unrel_IFG_l,0.0100237
684,11,F1,irrel,unrel_IFG_l,0.0346672
698,11,F1,rel,unrel_IFG_l,-0.0180424
712,11,F2,D,unrel_IFG_l,-0.0252643
726,11,F2,I,unrel_IFG_l,0.0170209
740,11,F2,irrel,unrel_IFG_l,-0.0131738
754,11,F2,rel,unrel_IFG_l,0.0527504
768,15,F1,irrel,unrel_IFG_l,-0.00336527
782,15,F1,rel,unrel_IFG_l,-0.00208473
796,15,F2,D,unrel_IFG_l,-0.0335551
810,15,F2,I,unrel_IFG_l,0.0300981
824,15,F2,irrel,unrel_IFG_l,-0.0188801
838,15,F2,rel,unrel_IFG_l,-0.017464
852,17,F1,irrel,unrel_IFG_l,-0.0516393
866,17,F1,rel,unrel_IFG_l,-0.0776371
880,17,F2,D,unrel_IFG_l,-0.187545
894,17,F2,I,unrel_IFG_l,-0.027457
908,17,F2,irrel,unrel_IFG_l,0.027399
922,17,F2,rel,unrel_IFG_l,0.0134009
936,18,F1,irrel,unrel_IFG_l,0.019566
950,18,F1,rel,unrel_IFG_l,0.00821683
964,18,F2,D,unrel_IFG_l,-0.204719
978,18,F2,I,unrel_IFG_l,0.109753
992,18,F2,irrel,unrel_IFG_l,0.00379327
1006,18,F2,rel,unrel_IFG_l,-0.0136072
1020,19,F1,irrel,unrel_IFG_l,-0.023888
1034,19,F1,rel,unrel_IFG_l,-0.012366
1048,19,F2,D,unrel_IFG_l,-0.0830317
1062,19,F2,I,unrel_IFG_l,-0.0554258
1076,19,F2,irrel,unrel_IFG_l,0.0402804
1090,19,F2,rel,unrel_IFG_l,0.0103019
1104,21,F1,irrel,unrel_IFG_l,-0.0272682
1118,21,F1,rel,unrel_IFG_l,0.0359241
1132,21,F2,D,unrel_IFG_l,-0.0439573
1146,21,F2,I,unrel_IFG_l,0.0799006
1160,21,F2,irrel,unrel_IFG_l,-0.0167501
1174,21,F2,rel,unrel_IFG_l,-0.00187397
1188,22,F1,irrel,unrel_IFG_l,0.0225416
1202,22,F1,rel,unrel_IFG_l,0.0680683
1216,22,F2,D,unrel_IFG_l,0.0714891
1230,22,F2,I,unrel_IFG_l,0.0180347
1244,22,F2,irrel,unrel_IFG_l,0.0500418
1258,22,F2,rel,unrel_IFG_l,0.0628745
1272,23,F1,irrel,unrel_IFG_l,-0.00327065
1286,23,F1,rel,unrel_IFG_l,-0.00996734
1300,23,F2,D,unrel_IFG_l,-0.026393
1314,23,F2,I,unrel_IFG_l,0.0744961
1328,23,F2,irrel,unrel_IFG_l,-0.0109879
1342,23,F2,rel,unrel_IFG_l,-0.00282352
1356,24,F1,irrel,unrel_IFG_l,0.0479727
1370,24,F1,rel,unrel_IFG_l,0.0494753
1384,24,F2,D,unrel_IFG_l,0.0423316
1398,24,F2,I,unrel_IFG_l,0.0851723
1412,24,F2,irrel,unrel_IFG_l,0.0261674
1426,24,F2,rel,unrel_IFG_l,-0.0230771
1440,25,F1,irrel,unrel_IFG_l,-0.026919
1454,25,F1,rel,unrel_IFG_l,-0.0342559
1468,25,F2,D,unrel_IFG_l,-0.0938873
1482,25,F2,I,unrel_IFG_l,0.0200348
1496,25,F2,irrel,unrel_IFG_l,0.00945484
1510,25,F2,rel,unrel_IFG_l,0.0258713
1524,26,F1,irrel,unrel_IFG_l,-0.0301083
1538,26,F1,rel,unrel_IFG_l,0.0187625
1552,26,F2,D,unrel_IFG_l,-0.00454403
1566,26,F2,I,unrel_IFG_l,0.000728215
1580,26,F2,irrel,unrel_IFG_l,0.0373912
1594,26,F2,rel,unrel_IFG_l,0.0380514
1608,27,F1,irrel,unrel_IFG_l,0.0130772
1622,27,F1,rel,unrel_IFG_l,-0.0301924
1636,27,F2,D,unrel_IFG_l,-0.0107577
1650,27,F2,I,unrel_IFG_l,0.0765376
1664,27,F2,irrel,unrel_IFG_l,0.0125859
1678,27,F2,rel,unrel_IFG_l,0.0345032
1692,28,F1,irrel,unrel_IFG_l,0.0295067
1706,28,F1,rel,unrel_IFG_l,-0.0281731
1720,28,F2,D,unrel_IFG_l,-0.0933973
1734,28,F2,I,unrel_IFG_l,0.024639
1748,28,F2,irrel,unrel_IFG_l,-0.0621798
1762,28,F2,rel,unrel_IFG_l,-0.0120948
1776,29,F1,irrel,unrel_IFG_l,-0.0225661
1790,29,F1,rel,unrel_IFG_l,-0.00261578
1804,29,F2,D,unrel_IFG_l,-0.0475425
1818,29,F2,I,unrel_IFG_l,0.0425206
1832,29,F2,irrel,unrel_IFG_l,0.00616525
1846,29,F2,rel,unrel_IFG_l,0.0311809
1860,30,F1,irrel,unrel_IFG_l,0.0233128
1874,30,F1,rel,unrel_IFG_l,0.00068575
1888,30,F2,D,unrel_IFG_l,-0.0828256
1902,30,F2,I,unrel_IFG_l,0.0352702
1916,30,F2,irrel,unrel_IFG_l,-0.0289424
1930,30,F2,rel,unrel_IFG_l,0.0158011
1944,31,F1,irrel,unrel_IFG_l,-0.00288233
1958,31,F1,rel,unrel_IFG_l,-0.0116421
1972,31,F2,D,unrel_IFG_l,0.0200553
1986,31,F2,I,unrel_IFG_l,0.0646148
2000,31,F2,irrel,unrel_IFG_l,0.0353118
2014,31,F2,rel,unrel_IFG_l,-0.0211976
13,1,F1,irrel,unrel_IPL_l,0.0123237
27,1,F1,rel,unrel_IPL_l,0.0660247
41,1,F2,D,unrel_IPL_l,-0.0567458
55,1,F2,I,unrel_IPL_l,-0.00387476
69,1,F2,irrel,unrel_IPL_l,0.00334084
83,1,F2,rel,unrel_IPL_l,-0.0176611
97,2,F1,irrel,unrel_IPL_l,-0.0486412
111,2,F1,rel,unrel_IPL_l,-0.00767622
125,2,F2,D,unrel_IPL_l,0.0106663
139,2,F2,I,unrel_IPL_l,-0.0862165
153,2,F2,irrel,unrel_IPL_l,-0.048453
167,2,F2,rel,unrel_IPL_l,-0.0134188
181,3,F1,irrel,unrel_IPL_l,0.00295698
195,3,F1,rel,unrel_IPL_l,0.0122634
209,3,F2,D,unrel_IPL_l,-0.0144934
223,3,F2,I,unrel_IPL_l,0.0210647
237,3,F2,irrel,unrel_IPL_l,0.00635932
251,3,F2,rel,unrel_IPL_l,-0.0504566
265,4,F1,irrel,unrel_IPL_l,-0.00118749
279,4,F1,rel,unrel_IPL_l,0.0661096
293,4,F2,D,unrel_IPL_l,-0.135561
307,4,F2,I,unrel_IPL_l,-0.16236
321,4,F2,irrel,unrel_IPL_l,0.0681222
335,4,F2,rel,unrel_IPL_l,-0.0102401
349,6,F1,irrel,unrel_IPL_l,0.0179782
363,6,F1,rel,unrel_IPL_l,0.0212305
377,6,F2,D,unrel_IPL_l,-0.0479276
391,6,F2,I,unrel_IPL_l,0.0148101
405,6,F2,irrel,unrel_IPL_l,0.0413265
419,6,F2,rel,unrel_IPL_l,0.00954155
433,7,F1,irrel,unrel_IPL_l,-0.0457572
447,7,F1,rel,unrel_IPL_l,-0.00887249
461,7,F2,D,unrel_IPL_l,-0.00422542
475,7,F2,I,unrel_IPL_l,-0.0567452
489,7,F2,irrel,unrel_IPL_l,-0.0314485
503,7,F2,rel,unrel_IPL_l,-0.0648665
517,9,F1,irrel,unrel_IPL_l,-0.0226325
531,9,F1,rel,unrel_IPL_l,0.0772377
545,9,F2,D,unrel_IPL_l,0.0308842
559,9,F2,I,unrel_IPL_l,-0.000702845
573,9,F2,irrel,unrel_IPL_l,-0.00964253
587,9,F2,rel,unrel_IPL_l,-0.0206824
601,10,F1,irrel,unrel_IPL_l,-0.0672306
615,10,F1,rel,unrel_IPL_l,0.00789198
629,10,F2,D,unrel_IPL_l,-0.193555
643,10,F2,I,unrel_IPL_l,0.013678
657,10,F2,irrel,unrel_IPL_l,-0.00872553
671,10,F2,rel,unrel_IPL_l,0.0397187
685,11,F1,irrel,unrel_IPL_l,0.0549245
699,11,F1,rel,unrel_IPL_l,-0.0140437
713,11,F2,D,unrel_IPL_l,-0.0275413
727,11,F2,I,unrel_IPL_l,0.0882605
741,11,F2,irrel,unrel_IPL_l,0.0183441
755,11,F2,rel,unrel_IPL_l,0.0869235
769,15,F1,irrel,unrel_IPL_l,0.00772685
783,15,F1,rel,unrel_IPL_l,0.0195552
797,15,F2,D,unrel_IPL_l,-0.0145242
811,15,F2,I,unrel_IPL_l,-0.0120611
825,15,F2,irrel,unrel_IPL_l,-0.00271769
839,15,F2,rel,unrel_IPL_l,-0.0390523
853,17,F1,irrel,unrel_IPL_l,-0.0318049
867,17,F1,rel,unrel_IPL_l,-0.0179798
881,17,F2,D,unrel_IPL_l,-0.120515
895,17,F2,I,unrel_IPL_l,-0.0235796
909,17,F2,irrel,unrel_IPL_l,-0.0216793
923,17,F2,rel,unrel_IPL_l,0.0228814
937,18,F1,irrel,unrel_IPL_l,0.0373382
951,18,F1,rel,unrel_IPL_l,0.0116848
965,18,F2,D,unrel_IPL_l,-0.117455
979,18,F2,I,unrel_IPL_l,0.122039
993,18,F2,irrel,unrel_IPL_l,0.00113011
1007,18,F2,rel,unrel_IPL_l,-0.0119481
1021,19,F1,irrel,unrel_IPL_l,0.0366941
1035,19,F1,rel,unrel_IPL_l,0.0584374
1049,19,F2,D,unrel_IPL_l,-0.0699808
1063,19,F2,I,unrel_IPL_l,-0.166831
1077,19,F2,irrel,unrel_IPL_l,0.110364
1091,19,F2,rel,unrel_IPL_l,0.015827
1105,21,F1,irrel,unrel_IPL_l,-0.00294462
1119,21,F1,rel,unrel_IPL_l,0.0431135
1133,21,F2,D,unrel_IPL_l,-0.0727069
1147,21,F2,I,unrel_IPL_l,0.0711331
1161,21,F2,irrel,unrel_IPL_l,-0.0223512
1175,21,F2,rel,unrel_IPL_l,-0.0349097
1189,22,F1,irrel,unrel_IPL_l,0.0432639
1203,22,F1,rel,unrel_IPL_l,0.090204
1217,22,F2,D,unrel_IPL_l,-0.074562
1231,22,F2,I,unrel_IPL_l,-0.00787114
1245,22,F2,irrel,unrel_IPL_l,-0.0317682
1259,22,F2,rel,unrel_IPL_l,0.00728119
1273,23,F1,irrel,unrel_IPL_l,0.0133713
1287,23,F1,rel,unrel_IPL_l,0.0490736
1301,23,F2,D,unrel_IPL_l,-0.0777492
1315,23,F2,I,unrel_IPL_l,0.0488851
1329,23,F2,irrel,unrel_IPL_l,-0.0383851
1343,23,F2,rel,unrel_IPL_l,-0.0258188
1357,24,F1,irrel,unrel_IPL_l,0.0213759
1371,24,F1,rel,unrel_IPL_l,0.0225534
1385,24,F2,D,unrel_IPL_l,-0.0256305
1399,24,F2,I,unrel_IPL_l,0.0625454
1413,24,F2,irrel,unrel_IPL_l,-0.036866
1427,24,F2,rel,unrel_IPL_l,-0.0169882
1441,25,F1,irrel,unrel_IPL_l,-0.00741844
1455,25,F1,rel,unrel_IPL_l,-0.0165322
1469,25,F2,D,unrel_IPL_l,-0.100398
1483,25,F2,I,unrel_IPL_l,-0.00205374
1497,25,F2,irrel,unrel_IPL_l,0.0130967
1511,25,F2,rel,unrel_IPL_l,0.00929088
1525,26,F1,irrel,unrel_IPL_l,0.0183891
1539,26,F1,rel,unrel_IPL_l,0.0790666
1553,26,F2,D,unrel_IPL_l,-0.0923434
1567,26,F2,I,unrel_IPL_l,-0.000137354
1581,26,F2,irrel,unrel_IPL_l,-0.0318207
1595,26,F2,rel,unrel_IPL_l,0.0126188
1609,27,F1,irrel,unrel_IPL_l,0.0201228
1623,27,F1,rel,unrel_IPL_l,0.0274204
1637,27,F2,D,unrel_IPL_l,-0.0195727
1651,27,F2,I,unrel_IPL_l,0.0238874
1665,27,F2,irrel,unrel_IPL_l,-0.0263761
1679,27,F2,rel,unrel_IPL_l,0.0979478
1693,28,F1,irrel,unrel_IPL_l,0.0645046
1707,28,F1,rel,unrel_IPL_l,0.000542339
1721,28,F2,D,unrel_IPL_l,-0.218214
1735,28,F2,I,unrel_IPL_l,0.0375113
1749,28,F2,irrel,unrel_IPL_l,-0.0914484
1763,28,F2,rel,unrel_IPL_l,0.0655475
1777,29,F1,irrel,unrel_IPL_l,-0.0624807
1791,29,F1,rel,unrel_IPL_l,0.0264776
1805,29,F2,D,unrel_IPL_l,-0.00925462
1819,29,F2,I,unrel_IPL_l,0.0554092
1833,29,F2,irrel,unrel_IPL_l,-0.0528003
1847,29,F2,rel,unrel_IPL_l,0.0191112
1861,30,F1,irrel,unrel_IPL_l,0.0277723
1875,30,F1,rel,unrel_IPL_l,0.0158823
1889,30,F2,D,unrel_IPL_l,-0.0500557
1903,30,F2,I,unrel_IPL_l,0.0259066
1917,30,F2,irrel,unrel_IPL_l,-0.0231919
1931,30,F2,rel,unrel_IPL_l,0.0244384
1945,31,F1,irrel,unrel_IPL_l,-0.00330428
1959,31,F1,rel,unrel_IPL_l,0.0198795
1973,31,F2,D,unrel_IPL_l,-0.0727384
1987,31,F2,I,unrel_IPL_l,-0.0104369
2001,31,F2,irrel,unrel_IPL_l,-0.0363106
2015,31,F2,rel,unrel_IPL_l,-0.0289877
14,1,F1,irrel,unrel_MFG_l,0.00818676
28,1,F1,rel,unrel_MFG_l,0.0313495
42,1,F2,D,unrel_MFG_l,-0.0599354
56,1,F2,I,unrel_MFG_l,-0.00449233
70,1,F2,irrel,unrel_MFG_l,0.0134565
84,1,F2,rel,unrel_MFG_l,0.0194
98,2,F1,irrel,unrel_MFG_l,-0.035347
112,2,F1,rel,unrel_MFG_l,-0.025548
126,2,F2,D,unrel_MFG_l,0.0152584
140,2,F2,I,unrel_MFG_l,-0.00402698
154,2,F2,irrel,unrel_MFG_l,0.00392401
168,2,F2,rel,unrel_MFG_l,0.0410964
182,3,F1,irrel,unrel_MFG_l,-0.00214507
196,3,F1,rel,unrel_MFG_l,-0.00603646
210,3,F2,D,unrel_MFG_l,-0.0309274
224,3,F2,I,unrel_MFG_l,0.0372832
238,3,F2,irrel,unrel_MFG_l,-0.00579692
252,3,F2,rel,unrel_MFG_l,0.0156651
266,4,F1,irrel,unrel_MFG_l,-0.00675069
280,4,F1,rel,unrel_MFG_l,0.0414163
294,4,F2,D,unrel_MFG_l,-0.0799721
308,4,F2,I,unrel_MFG_l,-0.107381
322,4,F2,irrel,unrel_MFG_l,0.0382043
336,4,F2,rel,unrel_MFG_l,-0.0280479
350,6,F1,irrel,unrel_MFG_l,-0.00370421
364,6,F1,rel,unrel_MFG_l,0.00993454
378,6,F2,D,unrel_MFG_l,-0.0297004
392,6,F2,I,unrel_MFG_l,0.0213228
406,6,F2,irrel,unrel_MFG_l,0.0625464
420,6,F2,rel,unrel_MFG_l,0.01775
434,7,F1,irrel,unrel_MFG_l,-0.0515033
448,7,F1,rel,unrel_MFG_l,0.00177978
462,7,F2,D,unrel_MFG_l,-0.0111157
476,7,F2,I,unrel_MFG_l,-0.00346988
490,7,F2,irrel,unrel_MFG_l,-0.0296365
504,7,F2,rel,unrel_MFG_l,-0.0447147
518,9,F1,irrel,unrel_MFG_l,-0.0202156
532,9,F1,rel,unrel_MFG_l,-0.0496642
546,9,F2,D,unrel_MFG_l,-0.0283019
560,9,F2,I,unrel_MFG_l,0.00129152
574,9,F2,irrel,unrel_MFG_l,0.0218897
588,9,F2,rel,unrel_MFG_l,0.0418408
602,10,F1,irrel,unrel_MFG_l,-0.0726414
616,10,F1,rel,unrel_MFG_l,-0.0648164
630,10,F2,D,unrel_MFG_l,0.175249
644,10,F2,I,unrel_MFG_l,-0.0116132
658,10,F2,irrel,unrel_MFG_l,0.00845673
672,10,F2,rel,unrel_MFG_l,0.0100237
686,11,F1,irrel,unrel_MFG_l,0.0346672
700,11,F1,rel,unrel_MFG_l,-0.0180424
714,11,F2,D,unrel_MFG_l,-0.0252643
728,11,F2,I,unrel_MFG_l,0.0170209
742,11,F2,irrel,unrel_MFG_l,-0.0131738
756,11,F2,rel,unrel_MFG_l,0.0527504
770,15,F1,irrel,unrel_MFG_l,-0.00336527
784,15,F1,rel,unrel_MFG_l,-0.00208473
798,15,F2,D,unrel_MFG_l,-0.0335551
812,15,F2,I,unrel_MFG_l,0.0300981
826,15,F2,irrel,unrel_MFG_l,-0.0188801
840,15,F2,rel,unrel_MFG_l,-0.017464
854,17,F1,irrel,unrel_MFG_l,-0.0516393
868,17,F1,rel,unrel_MFG_l,-0.0776371
882,17,F2,D,unrel_MFG_l,-0.187545
896,17,F2,I,unrel_MFG_l,-0.027457
910,17,F2,irrel,unrel_MFG_l,0.027399
924,17,F2,rel,unrel_MFG_l,0.0134009
938,18,F1,irrel,unrel_MFG_l,0.019566
952,18,F1,rel,unrel_MFG_l,0.00821683
966,18,F2,D,unrel_MFG_l,-0.204719
980,18,F2,I,unrel_MFG_l,0.109753
994,18,F2,irrel,unrel_MFG_l,0.00379327
1008,18,F2,rel,unrel_MFG_l,-0.0136072
1022,19,F1,irrel,unrel_MFG_l,-0.023888
1036,19,F1,rel,unrel_MFG_l,-0.012366
1050,19,F2,D,unrel_MFG_l,-0.0830317
1064,19,F2,I,unrel_MFG_l,-0.0554258
1078,19,F2,irrel,unrel_MFG_l,0.0402804
1092,19,F2,rel,unrel_MFG_l,0.0103019
1106,21,F1,irrel,unrel_MFG_l,-0.0272682
1120,21,F1,rel,unrel_MFG_l,0.0359241
1134,21,F2,D,unrel_MFG_l,-0.0439573
1148,21,F2,I,unrel_MFG_l,0.0799006
1162,21,F2,irrel,unrel_MFG_l,-0.0167501
1176,21,F2,rel,unrel_MFG_l,-0.00187397
1190,22,F1,irrel,unrel_MFG_l,0.0225416
1204,22,F1,rel,unrel_MFG_l,0.0680683
1218,22,F2,D,unrel_MFG_l,0.0714891
1232,22,F2,I,unrel_MFG_l,0.0180347
1246,22,F2,irrel,unrel_MFG_l,0.0500418
1260,22,F2,rel,unrel_MFG_l,0.0628745
1274,23,F1,irrel,unrel_MFG_l,-0.00327065
1288,23,F1,rel,unrel_MFG_l,-0.00996734
1302,23,F2,D,unrel_MFG_l,-0.026393
1316,23,F2,I,unrel_MFG_l,0.0744961
1330,23,F2,irrel,unrel_MFG_l,-0.0109879
1344,23,F2,rel,unrel_MFG_l,-0.00282352
1358,24,F1,irrel,unrel_MFG_l,0.0479727
1372,24,F1,rel,unrel_MFG_l,0.0494753
1386,24,F2,D,unrel_MFG_l,0.0423316
1400,24,F2,I,unrel_MFG_l,0.0851723
1414,24,F2,irrel,unrel_MFG_l,0.0261674
1428,24,F2,rel,unrel_MFG_l,-0.0230771
1442,25,F1,irrel,unrel_MFG_l,-0.026919
1456,25,F1,rel,unrel_MFG_l,-0.0342559
1470,25,F2,D,unrel_MFG_l,-0.0938873
1484,25,F2,I,unrel_MFG_l,0.0200348
1498,25,F2,irrel,unrel_MFG_l,0.00945484
1512,25,F2,rel,unrel_MFG_l,0.0258713
1526,26,F1,irrel,unrel_MFG_l,-0.0301083
1540,26,F1,rel,unrel_MFG_l,0.0187625
1554,26,F2,D,unrel_MFG_l,-0.00454403
1568,26,F2,I,unrel_MFG_l,0.000728215
1582,26,F2,irrel,unrel_MFG_l,0.0373912
1596,26,F2,rel,unrel_MFG_l,0.0380514
1610,27,F1,irrel,unrel_MFG_l,0.0130772
1624,27,F1,rel,unrel_MFG_l,-0.0301924
1638,27,F2,D,unrel_MFG_l,-0.0107577
1652,27,F2,I,unrel_MFG_l,0.0765376
1666,27,F2,irrel,unrel_MFG_l,0.0125859
1680,27,F2,rel,unrel_MFG_l,0.0345032
1694,28,F1,irrel,unrel_MFG_l,0.0295067
1708,28,F1,rel,unrel_MFG_l,-0.0281731
1722,28,F2,D,unrel_MFG_l,-0.0933973
1736,28,F2,I,unrel_MFG_l,0.024639
1750,28,F2,irrel,unrel_MFG_l,-0.0621798
1764,28,F2,rel,unrel_MFG_l,-0.0120948
1778,29,F1,irrel,unrel_MFG_l,-0.0225661
1792,29,F1,rel,unrel_MFG_l,-0.00261578
1806,29,F2,D,unrel_MFG_l,-0.0475425
1820,29,F2,I,unrel_MFG_l,0.0425206
1834,29,F2,irrel,unrel_MFG_l,0.00616525
1848,29,F2,rel,unrel_MFG_l,0.0311809
1862,30,F1,irrel,unrel_MFG_l,0.0233128
1876,30,F1,rel,unrel_MFG_l,0.00068575
1890,30,F2,D,unrel_MFG_l,-0.0828256
1904,30,F2,I,unrel_MFG_l,0.0352702
1918,30,F2,irrel,unrel_MFG_l,-0.0289424
1932,30,F2,rel,unrel_MFG_l,0.0158011
1946,31,F1,irrel,unrel_MFG_l,-0.00288233
1960,31,F1,rel,unrel_MFG_l,-0.0116421
1974,31,F2,D,unrel_MFG_l,0.0200553
1988,31,F2,I,unrel_MFG_l,0.0646148
2002,31,F2,irrel,unrel_MFG_l,0.0353118
2016,31,F2,rel,unrel_MFG_l,-0.0211976
